,dt,o,h,l,c,v,e_dt,key,calculate_volume_stdv_1,calculate_avg_volume_1,calculate_volume_zscore_1,calculate_sum_zscores_1_10,calculate_avg_zscore_sums_1_10,calculate_volume_stdv_2,calculate_avg_volume_2,calculate_volume_zscore_2,calculate_sum_zscores_2_20,calculate_avg_zscore_sums_2_20
1694,2019-11-28 09:15:00,455.0,458.3,446.7,450.0,2620586,2019-11-28 15:29:00,2019-11-28 09:15:00,2142391.8080244344,2470530.6371681415,0.07004104583942987,14.570100274307439,21.70744822226079,2142391.8080244344,2470530.6371681415,0.07004104583942987,33.007167318866,28.569683386433525
1695,2019-11-29 09:15:00,454.0,461.85,445.6,450.0,4128415,2019-11-29 15:29:00,2019-11-29 09:15:00,2142138.1966881943,2471508.163325472,0.7734827002460217,12.302026479678677,20.792136948812786,2142138.1966881943,2471508.163325472,0.7734827002460217,33.75716569383739,28.675796914458097
1696,2019-12-02 09:15:00,452.7,455.0,447.5,451.0,2188321,2019-12-02 15:29:00,2019-12-02 09:15:00,2141517.976265167,2471341.2881555688,-0.13215872632979694,10.601047194084492,19.576421013643802,2141517.976265167,2471341.2881555688,-0.13215872632979694,33.35925373985882,28.72818008581508
1697,2019-12-03 09:15:00,451.0,452.0,441.15,444.0,1793367,2019-12-03 15:29:00,2019-12-03 09:15:00,2140950.4666416086,2470942.0100117787,-0.31648327253206066,9.481304800041555,18.40046933971849,2140950.4666416086,2470942.0100117787,-0.31648327253206066,30.722126339336242,28.513388355097323
1698,2019-12-04 09:15:00,441.0,454.65,440.45,452.7,1865904,2019-12-04 15:29:00,2019-12-04 09:15:00,2140370.615948294,2470585.895821071,-0.2825127065917816,8.004581754584276,16.997544663953548,2140370.615948294,2470585.895821071,-0.2825127065917816,30.038410266817944,28.226148950131922
1699,2019-12-05 09:15:00,450.1,456.0,446.65,448.7,2023702,2019-12-05 15:29:00,2019-12-05 09:15:00,2139768.4366901736,2470323.0229411763,-0.20872399801915786,6.239829947575631,15.540034720782,2139768.4366901736,2470323.0229411763,-0.20872399801915786,27.054759326866737,27.621546275700616
1700,2019-12-06 09:15:00,449.15,454.95,442.25,445.55,2306180,2019-12-06 15:29:00,2019-12-06 09:15:00,2139143.070666946,2470226.5249853027,-0.07668796315440275,2.172481602407498,13.347414232697853,2139143.070666946,2470226.5249853027,-0.07668796315440275,26.2711680856565,27.43922682233554
1701,2019-12-09 09:15:00,446.0,452.7,442.3,447.5,1291048,2019-12-09 15:29:00,2019-12-09 09:15:00,2138705.447730509,2469533.705640423,-0.551027588624219,0.9326540850975407,10.997664770962334,2138705.447730509,2469533.705640423,-0.551027588624219,25.36280278755026,27.572091694107275
1702,2019-12-10 09:15:00,449.6,450.35,430.0,430.15,2332362,2019-12-10 15:29:00,2019-12-10 09:15:00,2138080.0149035077,2469453.1585437465,-0.06411881575439235,-0.17078988328602437,8.545784355385974,2138080.0149035077,2469453.1585437465,-0.06411881575439235,24.177224389191526,27.82306889377589
1703,2019-12-11 09:15:00,431.9,452.0,430.15,448.95,4210214,2019-12-11 15:29:00,2019-12-11 09:15:00,2137868.256675578,2470474.7318075118,0.8137729080171725,0.02558358309681108,6.41588198375879,2137868.256675578,2470474.7318075118,0.8137729080171725,21.35019088246548,27.95660196449191
