,dt,o,h,l,c,v,e_dt,key,calculate_volume_stdv_1,calculate_avg_volume_1,calculate_volume_zscore_1,calculate_sum_zscores_1_5,calculate_avg_zscore_sums_1_5,calculate_volume_stdv_2,calculate_avg_volume_2,calculate_volume_zscore_2,calculate_sum_zscores_2_10,calculate_avg_zscore_sums_2_10
0,2013-01-01 09:15:00,429.5,432.0,423.15,427.75,29158,2013-01-01 15:29:00,2013-01-01 09:15:00,0.0,29158.0,,,,0.0,29158.0,,,
1,2013-01-02 09:15:00,432.5,437.65,421.05,422.2,36807,2013-01-02 15:29:00,2013-01-02 09:15:00,3824.5,32982.5,1.0,,,3824.5,32982.5,1.0,,
2,2013-01-03 09:15:00,427.0,429.0,419.0,423.15,22080,2013-01-03 15:29:00,2013-01-03 09:15:00,6013.778752904773,29348.333333333332,-1.20861335808581,,,6013.778752904773,29348.333333333332,-1.20861335808581,,
3,2013-01-04 09:15:00,420.1,424.85,412.0,414.75,22359,2013-01-04 15:29:00,2013-01-04 09:15:00,6023.592989238234,27601.0,-0.8702447209440229,,,6023.592989238234,27601.0,-0.8702447209440229,,
4,2013-01-07 09:15:00,420.0,430.05,411.6,417.9,20764,2013-01-07 15:29:00,2013-01-07 09:15:00,6042.0252432441885,26233.6,-0.9052593757557965,,,6042.0252432441885,26233.6,-0.9052593757557965,,
5,2013-01-08 09:15:00,411.0,419.9,400.1,402.0,32894,2013-01-08 15:29:00,2013-01-08 09:15:00,6048.3852574238545,27343.666666666668,0.9176553901755501,-1.0664620646100795,,6048.3852574238545,27343.666666666668,0.9176553901755501,,
6,2013-01-09 09:15:00,404.95,413.85,403.15,407.2,26169,2013-01-09 15:29:00,2013-01-09 09:15:00,5614.7828714811,27175.85714285714,-0.17932254299114983,-2.2457846076012293,,5614.7828714811,27175.85714285714,-0.17932254299114983,,
7,2013-01-10 09:15:00,408.0,413.2,403.0,407.9,23513,2013-01-10 15:29:00,2013-01-10 09:15:00,5390.036688186825,26718.0,-0.5946156186699616,-1.6317868681853809,,5390.036688186825,26718.0,-0.5946156186699616,,
8,2013-01-11 09:15:00,402.5,409.85,385.0,387.5,25920,2013-01-11 15:29:00,2013-01-11 09:15:00,5087.959774474113,26629.333333333332,-0.13941410010590113,-0.900956247347259,,5087.959774474113,26629.333333333332,-0.13941410010590113,,
9,2013-01-14 09:15:00,391.0,398.0,385.05,388.2,35067,2013-01-14 15:29:00,2013-01-14 09:15:00,5450.328512117412,27473.1,1.3932921626865071,1.3975952910950447,-0.8894788993297809,5450.328512117412,27473.1,1.3932921626865071,,
10,2013-01-15 09:15:00,388.15,395.0,382.0,386.0,53368,2013-01-15 15:29:00,2013-01-15 09:15:00,9078.68603646807,29827.18181818182,2.592976350019963,3.0729162509394574,-0.06160323621987338,9078.68603646807,29827.18181818182,2.592976350019963,2.0064541863293783,
11,2013-01-16 09:15:00,384.5,386.75,364.2,370.35,72931,2013-01-16 15:29:00,2013-01-16 09:15:00,14747.199795403722,33419.166666666664,2.679277007262629,5.931515801193236,1.5738568455390198,14747.199795403722,33419.166666666664,2.679277007262629,3.685731193592007,
12,2013-01-17 09:15:00,372.0,402.6,366.2,398.0,144546,2013-01-17 15:29:00,2013-01-17 09:15:00,32827.04738131573,41967.38461538462,3.1248200361449614,9.650951456008158,3.830404510377728,32827.04738131573,41967.38461538462,3.1248200361449614,8.019164587822779,
13,2013-01-18 09:15:00,400.8,402.0,353.25,364.0,298035,2013-01-18 15:29:00,2013-01-18 09:15:00,73141.74262100784,60257.92857142857,3.250907934483323,13.041273490597383,6.618850457966656,73141.74262100784,60257.92857142857,3.250907934483323,12.140317243250125,
14,2013-01-21 09:15:00,362.15,364.65,344.3,350.55,91372,2013-01-21 15:29:00,2013-01-21 09:15:00,71086.59020396651,62332.2,0.40851305311841546,12.056494381029292,8.750630275953506,71086.59020396651,62332.2,0.40851305311841546,13.454089672124336,
