,dt,o,h,l,c,v,e_dt,key,calculate_volume_stdv_1,calculate_avg_volume_1,calculate_volume_zscore_1,calculate_sum_zscores_1_10,calculate_avg_zscore_sums_1_10,calculate_volume_stdv_2,calculate_avg_volume_2,calculate_volume_zscore_2,calculate_sum_zscores_2_20,calculate_avg_zscore_sums_2_20
0,2013-01-01 09:15:00,1481.0,1501.0,1481.0,1495.5,616,2013-01-01 15:29:00,2013-01-01 09:15:00,0.0,616.0,,,,0.0,616.0,,,
1,2013-01-02 09:15:00,1479.0,1509.0,1479.0,1483.05,358,2013-01-02 15:29:00,2013-01-02 09:15:00,129.0,487.0,-1.0,,,129.0,487.0,-1.0,,
2,2013-01-03 09:15:00,1488.05,1498.7,1480.05,1486.3,788,2013-01-03 15:29:00,2013-01-03 09:15:00,176.713201418444,587.3333333333334,1.1355499479153375,,,176.713201418444,587.3333333333334,1.1355499479153375,,
3,2013-01-04 09:15:00,1475.0,1499.95,1475.0,1493.0,506,2013-01-04 15:29:00,2013-01-04 09:15:00,157.03821191035001,567.0,-0.38844049010710646,,,157.03821191035001,567.0,-0.38844049010710646,,
4,2013-01-07 09:15:00,1490.05,1499.95,1478.0,1487.0,944,2013-01-07 15:29:00,2013-01-07 09:15:00,206.0811490651195,642.4,1.463501156550217,,,206.0811490651195,642.4,1.463501156550217,,
5,2013-01-08 09:15:00,1475.0,1499.85,1464.1,1465.5,1578,2013-01-08 15:29:00,2013-01-08 09:15:00,396.19089113989264,798.3333333333334,1.9679065927625554,,,396.19089113989264,798.3333333333334,1.9679065927625554,,
6,2013-01-09 09:15:00,1462.0,1489.95,1462.0,1485.0,715,2013-01-09 15:29:00,2013-01-09 09:15:00,367.95879316764234,786.4285714285714,-0.19412111561097692,,,367.95879316764234,786.4285714285714,-0.19412111561097692,,
7,2013-01-10 09:15:00,1461.0,1490.0,1461.0,1470.0,376,2013-01-10 15:29:00,2013-01-10 09:15:00,369.9917017650531,735.125,-0.9706298770669362,,,369.9917017650531,735.125,-0.9706298770669362,,
8,2013-01-11 09:15:00,1471.0,1493.25,1471.0,1486.0,995,2013-01-11 15:29:00,2013-01-11 09:15:00,358.2646445793327,764.0,0.644774759371625,,,358.2646445793327,764.0,0.644774759371625,,
9,2013-01-14 09:15:00,1471.0,1492.5,1471.0,1485.0,342,2013-01-14 15:29:00,2013-01-14 09:15:00,362.69237653967855,721.8,-1.0471684120398097,,,362.69237653967855,721.8,-1.0471684120398097,,
10,2013-01-15 09:15:00,1485.0,1490.0,1485.0,1486.0,1325,2013-01-15 15:29:00,2013-01-15 09:15:00,386.8556866766334,776.6363636363636,1.4174888860351817,3.0288614478100873,,386.8556866766334,776.6363636363636,1.4174888860351817,,
11,2013-01-16 09:15:00,1485.0,1489.4,1485.0,1485.0,1374,2013-01-16 15:29:00,2013-01-16 09:15:00,405.5178702049461,826.4166666666666,1.350330955961542,5.379192403771629,,405.5178702049461,826.4166666666666,1.350330955961542,,
12,2013-01-17 09:15:00,1485.0,1487.95,1458.95,1485.0,1900,2013-01-17 15:29:00,2013-01-17 09:15:00,483.35828405979635,909.0,2.0502389897540336,6.293881445610326,,483.35828405979635,909.0,2.0502389897540336,,
13,2013-01-18 09:15:00,1465.0,1492.4,1442.0,1450.0,1664,2013-01-18 15:29:00,2013-01-18 09:15:00,504.73238514310225,962.9285714285714,1.3889963259889893,8.071318261706422,,504.73238514310225,962.9285714285714,1.3889963259889893,,
14,2013-01-21 09:15:00,1452.1,1466.0,1440.0,1446.15,1167,2013-01-21 15:29:00,2013-01-21 09:15:00,490.26766385539054,976.5333333333333,0.38849526637931964,6.996312371535524,,490.26766385539054,976.5333333333333,0.38849526637931964,,
15,2013-01-22 09:15:00,1442.0,1461.0,1442.0,1449.0,701,2013-01-22 15:29:00,2013-01-22 09:15:00,479.362169808747,959.3125,-0.5388670952133331,4.489538683559635,,479.362169808747,959.3125,-0.5388670952133331,,
16,2013-01-23 09:15:00,1434.0,1469.0,1434.0,1440.05,1023,2013-01-23 15:29:00,2013-01-23 09:15:00,465.2909868266796,963.0588235294117,0.12882513989663055,4.812484939067242,,465.2909868266796,963.0588235294117,0.12882513989663055,,
17,2013-01-24 09:15:00,1433.55,1453.6,1425.65,1440.05,2544,2013-01-24 15:29:00,2013-01-24 09:15:00,579.3170201854449,1050.888888888889,2.577364481080069,8.360479297214248,,579.3170201854449,1050.888888888889,2.577364481080069,,
18,2013-01-25 09:15:00,1429.0,1459.95,1429.0,1445.0,461,2013-01-25 15:29:00,2013-01-25 09:15:00,579.046517825722,1019.8421052631579,-0.9651074448415125,6.75059709300111,,579.046517825722,1019.8421052631579,-0.9651074448415125,,
19,2013-01-28 09:15:00,1432.0,1459.9,1429.45,1429.45,579,2013-01-28 15:29:00,2013-01-28 09:15:00,572.5044628647012,997.8,-0.7315226817698609,7.066242823271059,6.124890876654728,572.5044628647012,997.8,-0.7315226817698609,,
20,2013-01-29 09:15:00,1435.05,1459.0,1435.05,1455.0,1053,2013-01-29 15:29:00,2013-01-29 09:15:00,558.8308008204077,1000.4285714285714,0.0940739638800323,5.74282790111591,6.39628752198531,558.8308008204077,1000.4285714285714,0.0940739638800323,8.771689348925998,
21,2013-01-30 09:15:00,1449.3,1465.0,1439.0,1458.9,425,2013-01-30 15:29:00,2013-01-30 09:15:00,558.9843209557672,974.2727272727273,-0.9826263576294326,3.4098705875249347,6.199355340360642,558.9843209557672,974.2727272727273,-0.9826263576294326,8.789062991296564,
22,2013-01-31 09:15:00,1436.0,1459.95,1430.0,1450.0,1334,2013-01-31 15:29:00,2013-01-31 09:15:00,551.5974361515815,989.9130434782609,0.6238008626769296,1.9834324604478306,5.768310441844391,551.5974361515815,989.9130434782609,0.6238008626769296,8.277313906058156,
23,2013-02-01 09:15:00,1434.0,1460.0,1430.0,1430.0,606,2013-02-01 15:29:00,2013-02-01 09:15:00,545.405882246322,973.9166666666666,-0.6745740716094885,-0.0801379371506471,4.953164821958685,545.405882246322,973.9166666666666,-0.6745740716094885,7.991180324555774,
24,2013-02-04 09:15:00,1432.05,1447.85,1432.0,1433.05,1002,2013-02-04 15:29:00,2013-02-04 09:15:00,534.4147812327051,975.04,0.050447706438457585,-0.41818549709150915,4.211715035095981,534.4147812327051,975.04,0.050447706438457585,6.578126874444014,
