,dt,o,h,l,c,v,e_dt,key,calculate_volume_stdv_1,calculate_avg_volume_1,calculate_volume_zscore_1,calculate_sum_zscores_1_5,calculate_avg_zscore_sums_1_5
12,2013-01-02 15:15:00,607.9,625.0,601.05,608.95,13551,2013-01-02 15:29:00,2013-01-02 15:15:00,3918.3559663830874,1782.5384615384614,3.003418178293954,8.02781683568465,
13,2013-01-03 09:15:00,610.0,612.0,608.0,610.0,1487,2013-01-03 10:14:00,2013-01-03 09:15:00,3776.589347816468,1761.4285714285713,-0.07266571664383877,5.66040940220517,
14,2013-01-03 10:15:00,610.0,610.0,607.2,609.85,156,2013-01-03 11:14:00,2013-01-03 10:15:00,3670.443693433624,1654.4,-0.40823402431717404,5.250235799586931,
15,2013-01-03 11:15:00,609.85,609.85,607.05,609.8,95,2013-01-03 12:14:00,2013-01-03 11:15:00,3573.8818088450753,1556.9375,-0.4090615129973857,5.4070287565676125,
16,2013-01-03 12:15:00,608.4,609.95,607.0,609.85,138,2013-01-03 13:14:00,2013-01-03 12:15:00,3483.2122449332014,1473.4705882352941,-0.38340201352298153,1.7300549108125742,
17,2013-01-03 13:15:00,609.85,625.0,605.65,615.05,7752,2013-01-03 14:14:00,2013-01-03 13:15:00,3677.9144423248517,1822.2777777777778,1.6122512677249712,0.3388880002435912,
18,2013-01-03 14:15:00,613.6,634.65,610.0,632.0,8929,2013-01-03 15:14:00,2013-01-03 14:15:00,3915.7865386236876,2196.315789473684,1.7193695683148003,2.1309232852022304,
19,2013-01-03 15:15:00,630.0,648.0,625.3,638.1,12598,2013-01-03 15:29:00,2013-01-03 15:15:00,4439.141712088047,2716.4,2.2260158924622333,4.7651732019816375,
20,2013-01-04 09:15:00,717.1,717.1,620.1,635.0,623,2013-01-04 10:14:00,2013-01-04 09:15:00,4355.036625977495,2616.714285714286,-0.45779506739895526,4.716439647580069,
21,2013-01-04 10:15:00,635.0,635.0,621.3,631.0,901,2013-01-04 11:14:00,2013-01-04 10:15:00,4269.889802514795,2538.7272727272725,-0.38355258530623354,4.7162890757968166,
22,2013-01-04 11:15:00,632.95,638.0,631.0,638.0,1662,2013-01-04 12:14:00,2013-01-04 11:15:00,4179.860240425462,2500.608695652174,-0.20063079802084802,2.903407010050997,
23,2013-01-04 12:15:00,636.55,639.0,635.0,636.0,262,2013-01-04 13:14:00,2013-01-04 12:15:00,4116.232547960439,2407.3333333333335,-0.5211885646247877,0.662848877111409,
24,2013-01-04 13:15:00,632.0,637.0,632.0,637.0,141,2013-01-04 14:14:00,2013-01-04 13:15:00,4057.446021526349,2316.68,-0.536219086700639,-2.0993861020514633,
25,2013-01-04 14:15:00,637.0,638.95,626.95,630.0,285,2013-01-04 15:14:00,2013-01-04 14:15:00,3997.7910749925313,2238.5384615384614,-0.4886544656519128,-2.1302455003044205,
26,2013-01-04 15:15:00,626.5,637.95,620.7,637.75,1093,2013-01-04 15:29:00,2013-01-04 15:15:00,3929.01988846463,2196.1111111111113,-0.28075986949055165,-2.0274527844887387,
27,2013-01-07 09:15:00,649.9,649.9,634.0,640.0,1860,2013-01-07 10:14:00,2013-01-07 09:15:00,3858.7250979277533,2184.1071428571427,-0.08399332282861963,-1.9108153092965103,
28,2013-01-07 10:15:00,640.0,643.0,635.15,640.0,2574,2013-01-07 11:14:00,2013-01-07 10:15:00,3792.279076248503,2197.551724137931,0.09926702868990032,-1.2903597159818225,
29,2013-01-07 11:15:00,640.0,640.0,637.1,637.1,416,2013-01-07 12:14:00,2013-01-07 11:15:00,3742.228240708409,2138.1666666666665,-0.46019819099560266,-1.2143388202767862,
30,2013-01-07 12:15:00,638.0,638.0,635.0,635.0,255,2013-01-07 13:14:00,2013-01-07 12:15:00,3696.3804682522873,2077.4193548387098,-0.4930280771936827,-1.218712431818556,
31,2013-01-07 13:15:00,633.0,637.7,627.95,634.0,1045,2013-01-07 14:14:00,2013-01-07 13:15:00,3642.598086439943,2045.15625,-0.2745722218773504,-1.2125247842053546,
32,2013-01-07 14:15:00,633.95,635.45,629.95,634.0,1156,2013-01-07 15:14:00,2013-01-07 14:15:00,3590.219489851229,2018.2121212121212,-0.24015582435820643,-1.3686872857349415,
33,2013-01-07 15:15:00,634.0,640.9,625.95,638.0,3423,2013-01-07 15:29:00,2013-01-07 15:15:00,3544.9827613892157,2059.529411764706,0.38461980777051064,-1.0833345066543314,
34,2013-01-08 09:15:00,611.25,630.0,611.25,630.0,58,2013-01-08 10:14:00,2013-01-08 09:15:00,3509.848811907569,2002.3428571428572,-0.5539676952883122,-1.1771040109470408,
35,2013-01-08 10:15:00,630.0,638.0,630.0,632.1,403,2013-01-08 11:14:00,2013-01-08 10:15:00,3470.7235826985698,1957.9166666666667,-0.4480093645076979,-1.1320852982610559,
36,2013-01-08 11:15:00,635.0,646.0,635.0,640.0,705,2013-01-08 12:14:00,2013-01-08 11:15:00,3429.5243224329574,1924.054054054054,-0.35545864074503436,-1.21297171712874,
37,2013-01-08 12:15:00,636.0,640.0,632.95,635.4,447,2013-01-08 13:14:00,2013-01-08 12:15:00,3392.3476101619867,1885.1842105263158,-0.42394954049465516,-1.3967654332651886,
38,2013-01-08 13:15:00,638.0,640.0,636.0,638.0,534,2013-01-08 14:14:00,2013-01-08 13:15:00,3355.3773668786844,1850.5384615384614,-0.39236673482218837,-2.1737519758578876,
39,2013-01-08 14:15:00,638.0,644.0,636.05,640.0,2687,2013-01-08 15:14:00,2013-01-08 14:15:00,3315.7424127184545,1871.45,0.24596301476005208,-1.3738212658095232,
40,2013-01-08 15:15:00,643.55,650.0,640.0,645.0,2680,2013-01-08 15:29:00,2013-01-08 15:15:00,3277.4310202965216,1891.1707317073171,0.2406852389592976,-0.6851266623425277,
41,2013-01-09 09:15:00,650.0,650.0,649.8,650.0,112,2013-01-09 10:14:00,2013-01-09 09:15:00,3249.5193727988462,1848.8095238095239,-0.5344819724258455,-0.8641499940233388,
42,2013-01-09 10:15:00,646.95,647.0,644.0,645.1,91,2013-01-09 11:14:00,2013-01-09 10:15:00,3222.4208536321257,1807.9302325581396,-0.5328075724879062,-0.97300802601659,
43,2013-01-09 11:15:00,646.4,650.0,646.0,649.95,244,2013-01-09 12:14:00,2013-01-09 11:15:00,3194.107232046859,1772.3863636363637,-0.47850189508413526,-1.059143186278537,
44,2013-01-09 12:15:00,648.8,648.85,645.0,645.0,91,2013-01-09 13:14:00,2013-01-09 12:15:00,3168.1272455428007,1735.0222222222221,-0.5189255654220255,-1.8240317664606145,1.2965164590712694
45,2013-01-09 13:15:00,645.35,648.85,645.35,648.85,122,2013-01-09 14:14:00,2013-01-09 13:15:00,3142.318584272791,1699.9565217391305,-0.5021631255458167,-2.5668801309657288,1.2678147721691846
46,2013-01-09 14:15:00,645.35,647.5,642.8,644.05,126,2013-01-09 15:14:00,2013-01-09 14:15:00,3116.996200320306,1666.468085106383,-0.4942155800344199,-2.526613738574303,1.1569931204434523
47,2013-01-09 15:15:00,644.05,648.0,642.0,642.0,515,2013-01-09 15:29:00,2013-01-09 15:15:00,3088.7380310680232,1642.4791666666667,-0.36502906861181983,-2.358835234698217,0.9668833476246415
48,2013-01-10 09:15:00,645.0,645.0,640.0,640.0,5,2013-01-10 10:14:00,2013-01-10 09:15:00,3065.812615971752,1609.061224489796,-0.5232091537927755,-2.403542493406857,0.7193183681100017
49,2013-01-10 10:15:00,640.0,643.5,636.2,642.5,7,2013-01-10 11:14:00,2013-01-10 10:15:00,3043.2759026417566,1577.02,-0.5158980158969888,-2.40051494388182,0.4591129988811997
50,2013-01-10 11:15:00,642.95,643.0,642.95,643.0,100,2013-01-10 12:14:00,2013-01-10 11:15:00,3020.242889932339,1548.0588235294117,-0.4794511157881914,-2.377802934124195,0.24003415772483933
51,2013-01-10 12:15:00,636.25,649.05,636.25,648.0,747,2013-01-10 13:14:00,2013-01-10 12:15:00,2993.083622701712,1532.6538461538462,-0.26248977482449165,-2.146077128914267,0.0025357905263582725
52,2013-01-10 13:15:00,648.0,651.0,644.0,644.0,3600,2013-01-10 14:14:00,2013-01-10 13:15:00,2978.025995194247,1571.6603773584907,0.6811020541508763,-1.0999460061515705,-0.22565828051954723
53,2013-01-10 14:15:00,650.0,656.4,644.25,649.75,10369,2013-01-10 15:14:00,2013-01-10 14:15:00,3179.79103437487,1734.5740740740741,2.715406714650168,2.138669862291373,-0.31370176901739216
54,2013-01-10 15:15:00,649.95,649.95,640.0,640.05,880,2013-01-10 15:29:00,2013-01-10 15:15:00,3152.8193845199817,1719.0363636363636,-0.26612255930547296,2.3884453188828894,-0.3852465310349932
55,2013-01-11 09:15:00,640.0,647.75,640.0,647.5,232,2013-01-11 10:14:00,2013-01-11 09:15:00,3130.7422784328373,1692.482142857143,-0.4664970837485287,2.4013993509225515,-0.4603872661761198
56,2013-01-11 10:15:00,645.1,647.45,644.95,647.45,707,2013-01-11 11:14:00,2013-01-11 10:15:00,3105.8540675752233,1675.1929824561403,-0.3117316401192088,2.3521574856278344,-0.44483470180573825
57,2013-01-11 11:15:00,647.9,670.0,643.15,670.0,11064,2013-01-11 12:14:00,2013-01-11 11:15:00,3312.647279026814,1837.0689655172414,2.785364772428605,4.456420203905563,-0.3418963967141889
58,2013-01-11 12:15:00,670.0,692.0,667.0,680.35,17382,2013-01-11 13:14:00,2013-01-11 12:15:00,3848.8824278119732,2100.5423728813557,3.970362284047711,5.711375773303105,-0.252385084511667
59,2013-01-11 13:15:00,681.65,681.7,666.0,678.55,4107,2013-01-11 14:14:00,2013-01-11 13:15:00,3825.3074712658354,2133.983333333333,0.5157798899793471,6.493278222587926,-0.2091824589965098
60,2013-01-11 14:15:00,675.4,685.0,664.0,668.3,5861,2013-01-11 15:14:00,2013-01-11 14:15:00,3823.2283427091415,2195.0819672131147,0.9588540636809608,7.918629370017415,-0.12912771593557618
61,2013-01-11 15:15:00,665.5,670.0,664.0,670.0,984,2013-01-11 15:29:00,2013-01-11 15:15:00,3795.3380472390045,2175.548387096774,-0.3139505288504117,7.916410481286213,-0.04912468079834127
62,2013-01-14 09:15:00,669.05,674.0,668.0,669.9,1073,2013-01-14 10:14:00,2013-01-14 09:15:00,3767.6167214350758,2158.0476190476193,-0.28799309995479777,4.84305260890281,-0.000633540827045942
63,2013-01-14 10:15:00,669.7,670.0,664.0,669.35,918,2013-01-14 11:14:00,2013-01-14 10:15:00,3741.228583528275,2138.671875,-0.32627567328399104,0.5464146515711079,-0.0035443964655534703
64,2013-01-14 11:15:00,665.55,670.0,665.55,669.0,360,2013-01-14 12:14:00,2013-01-14 11:15:00,3718.7873247691787,2111.3076923076924,-0.4709351569106992,-0.44030039531893844,0.03793274620275965
65,2013-01-14 12:15:00,669.0,670.0,669.0,669.95,157,2013-01-14 13:14:00,2013-01-14 12:15:00,3698.220489229991,2081.6969696969695,-0.5204386745739197,-1.919593133573819,0.0431990553710247
66,2013-01-14 13:15:00,669.95,670.0,667.05,669.9,228,2013-01-14 14:14:00,2013-01-14 13:15:00,3677.3936299445418,2054.0298507462685,-0.4965554505444136,-2.102198055267821,0.041330423601547636
67,2013-01-14 14:15:00,669.9,669.95,657.4,664.95,741,2013-01-14 15:14:00,2013-01-14 14:15:00,3653.674008469333,2034.7205882352941,-0.3540875801279503,-2.168292535440973,0.034893492947936075
68,2013-01-14 15:15:00,665.0,665.0,664.9,664.9,337,2013-01-14 15:29:00,2013-01-14 15:15:00,3632.7718866948344,2010.1159420289855,-0.4605617952937911,-2.3025786574507734,0.0095880194112123
69,2013-01-15 09:15:00,664.0,668.5,664.0,668.5,93,2013-01-15 10:14:00,2013-01-15 09:15:00,3613.897792536192,1982.7285714285715,-0.5229059259316744,-2.3545494264717486,-0.01891724574366176
70,2013-01-15 10:15:00,665.0,670.0,664.05,670.0,3336,2013-01-15 11:14:00,2013-01-15 10:15:00,3591.8992540354816,2001.7887323943662,0.3714500806520823,-1.4626606712457466,-0.025015951729341523
71,2013-01-15 11:15:00,668.15,669.9,666.1,669.9,327,2013-01-15 12:14:00,2013-01-15 11:15:00,3572.2493651768173,1978.5277777777778,-0.462321526004675,-1.4284267467060079,-0.030413500791857857
72,2013-01-15 12:15:00,666.35,669.75,666.35,669.75,15,2013-01-15 13:14:00,2013-01-15 12:15:00,3555.0314431565143,1951.6301369863013,-0.5447575268889229,-1.6190966934669806,-0.036673735985158835
73,2013-01-15 13:15:00,666.15,668.25,666.15,668.25,10,2013-01-15 14:14:00,2013-01-15 13:15:00,3538.038713894372,1925.3918918918919,-0.5413710947734632,-1.6999059929466527,-0.05208802314246687
74,2013-01-15 14:15:00,665.0,666.5,665.0,666.5,273,2013-01-15 15:14:00,2013-01-15 14:15:00,3519.4793578596255,1903.36,-0.4632389720823664,-1.6402390390973447,-0.06366639884622446
75,2013-01-15 15:15:00,665.05,668.0,665.05,668.0,204,2013-01-15 15:29:00,2013-01-15 15:15:00,3501.6066763400877,1881.0,-0.4789230073529607,-2.4906121271023873,-0.09762956956725774
76,2013-01-16 09:15:00,689.0,689.0,668.1,670.0,6693,2013-01-16 10:14:00,2013-01-16 09:15:00,3521.1966185632423,1943.4935064935064,1.3488330837499327,-0.6794575173477799,-0.08429171457273374
77,2013-01-16 10:15:00,669.1,670.0,667.0,670.0,944,2013-01-16 11:14:00,2013-01-16 10:15:00,3500.3585035938518,1930.679487179487,-0.28187955209915033,-0.4165795425580073,-0.05978706730505421
78,2013-01-16 11:15:00,670.0,670.0,645.9,660.0,3212,2013-01-16 12:14:00,2013-01-16 11:15:00,3481.082243309104,1946.8987341772151,0.36342182614455676,0.4882133783600127,0.0067620665503932975
79,2013-01-16 12:15:00,660.0,660.0,657.5,657.5,321,2013-01-16 13:14:00,2013-01-16 12:15:00,3463.970365689493,1926.575,-0.4635071407951884,0.4879452096471907,0.05330622843681114
80,2013-01-16 13:15:00,657.5,657.5,645.95,646.1,1380,2013-01-16 14:14:00,2013-01-16 13:15:00,3443.0504555208468,1919.8271604938273,-0.15678746723802078,0.8100807497621307,0.09068641373942761
81,2013-01-16 14:15:00,648.95,648.95,640.1,644.85,2853,2013-01-16 15:14:00,2013-01-16 14:15:00,3423.524256532793,1931.2073170731708,0.2692525636901383,-0.26949977029766375,0.10555266933256949
82,2013-01-16 15:15:00,644.85,644.85,635.0,640.0,5959,2013-01-16 15:29:00,2013-01-16 15:15:00,3431.094802566799,1979.7349397590363,1.1597654070252092,1.1721451888266958,0.15918149970365164
83,2013-01-17 09:15:00,650.0,650.0,642.35,645.0,701,2013-01-17 10:14:00,2013-01-17 09:15:00,3413.4291077548105,1964.5119047619048,-0.3701591170859213,0.43856424559621776,0.1966241855005205
84,2013-01-17 10:15:00,642.35,650.0,642.0,650.0,1159,2013-01-17 11:14:00,2013-01-17 10:15:00,3394.4020887235497,1955.035294117647,-0.23451414219963335,0.6675572441917728,0.2589139107668302
85,2013-01-17 11:15:00,649.0,652.4,647.0,651.95,812,2013-01-17 12:14:00,2013-01-17 11:15:00,3376.8335387627135,1941.7441860465117,-0.3345572629145513,0.48978744851524225,0.33533060025385447
86,2013-01-17 12:15:00,652.0,653.6,645.0,648.95,2404,2013-01-17 13:14:00,2013-01-17 12:15:00,3357.731912228581,1947.057471264368,0.13608666227088748,0.3566215470959915,0.4074114823956118
87,2013-01-17 13:15:00,646.5,654.95,645.05,652.95,1272,2013-01-17 14:14:00,2013-01-17 13:15:00,3339.366020505234,1939.3863636363637,-0.19985421170914072,-1.0029980716383584,0.4413074114721082
88,2013-01-17 14:15:00,650.0,650.0,643.05,643.05,336,2013-01-17 15:14:00,2013-01-17 14:15:00,3324.850454969459,1921.370786516854,-0.4768246897081621,-1.1096636442605994,0.47365438270076476
89,2013-01-17 15:15:00,649.95,649.95,635.3,637.35,1398,2013-01-17 15:29:00,2013-01-17 15:15:00,3306.782578986916,1915.5555555555557,-0.15651333076579738,-1.0316628328267634,0.5078756854771411
90,2013-01-18 09:15:00,659.0,659.0,643.05,643.05,501,2013-01-18 10:14:00,2013-01-18 09:15:00,3291.8680540983914,1900.010989010989,-0.42498999535209614,-1.122095565264308,0.5392683696986383
91,2013-01-18 10:15:00,643.05,648.0,640.0,645.0,1871,2013-01-18 11:14:00,2013-01-18 10:15:00,3273.9299670444284,1899.695652173913,-0.008764894931402053,-1.2669471224665976,0.56124661985983
92,2013-01-18 11:15:00,645.0,646.75,642.0,646.5,264,2013-01-18 12:14:00,2013-01-18 11:15:00,3260.647628337031,1882.1075268817203,-0.4962534169038604,-1.5633463276613173,0.5496616118220864
93,2013-01-18 12:15:00,643.5,645.95,638.0,638.0,483,2013-01-18 13:14:00,2013-01-18 12:15:00,3246.432104254969,1867.223404255319,-0.42638298285711035,-1.5129046208102657,0.4583722497445454
94,2013-01-18 13:15:00,638.1,645.95,638.1,645.5,588,2013-01-18 14:14:00,2013-01-18 13:15:00,3231.9383127118185,1853.7578947368422,-0.3916404869976569,-1.7480317770421252,0.35496032234642
95,2013-01-18 14:15:00,643.25,645.5,636.0,643.85,701,2013-01-18 15:14:00,2013-01-18 14:15:00,3217.1908165354444,1841.75,-0.3545795276229405,-1.6776213093129695,0.252984805840532
96,2013-01-18 15:15:00,640.05,640.15,632.1,639.85,892,2013-01-18 15:29:00,2013-01-18 15:15:00,3202.0018445860537,1831.958762886598,-0.2935534732673189,-1.9624098876488865,0.145120621508614
97,2013-01-21 09:15:00,642.0,642.1,637.0,642.1,655,2013-01-21 10:14:00,2013-01-21 09:15:00,3187.8183806498705,1819.9489795918366,-0.365437688251973,-1.831594158996999,-0.012079737563950083
