,dt,o,h,l,c,v,e_dt,calculate_change_1,calculate_stdv_1_5,calculate_annualized_volatility_1,calculate_avg_volatility_1_5,calculate_change_2,calculate_stdv_2_10,calculate_annualized_volatility_2,calculate_avg_volatility_2_10
111,2024-01-20 15:15:00,1479.6,1481.0,1477.1,1481.0,575257,2024-01-20 15:29:00,0.0009457543094999741,0.0010861180184759177,0.01724158902812121,0.039464407276728015,0.0009457543094999741,0.0035223717073627546,0.055915917376870974,0.06121199260192163
112,2024-01-23 09:15:00,1465.0,1474.7,1445.1,1447.35,19250488,2024-01-23 10:14:00,-0.022983237133296308,0.008919816315230622,0.14159769426286045,0.05862174911337661,-0.022983237133296308,0.00758081640700547,0.1203417296866481,0.06528509422884285
113,2024-01-23 10:15:00,1447.05,1449.35,1440.0,1443.55,6228533,2024-01-23 11:14:00,-0.002628940598835694,0.00884637234986115,0.1404318074568641,0.07665029113362665,-0.002628940598835694,0.007569899549720706,0.12016842994980488,0.07032697524697626
114,2024-01-23 11:15:00,1443.5,1445.45,1425.0,1427.1,7529767,2024-01-23 12:14:00,-0.011460944429321253,0.008770768191213757,0.13923162864568442,0.09427496505784962,-0.011460944429321253,0.007861851546342714,0.12480302421678849,0.07685474016856425
115,2024-01-23 12:15:00,1427.1,1436.35,1427.0,1433.6,5599475,2024-01-23 13:14:00,0.004544350114320483,0.009884755255461442,0.1569156250601383,0.1190836688907337,0.004544350114320483,0.007698241128525536,0.12220578935212675,0.08327121633288162
116,2024-01-23 13:15:00,1434.0,1440.5,1430.8,1438.05,6974373,2024-01-23 14:14:00,0.003099265970449385,0.010232606382961553,0.16243759051997056,0.14812286918910356,0.003099265970449385,0.007663110258167459,0.12164810407427441,0.08939176018140146
117,2024-01-23 14:15:00,1438.05,1438.6,1425.1,1425.65,8817517,2024-01-23 15:14:00,-0.008660179137872284,0.0062909282522531995,0.09986539002727306,0.1397764083419861,-0.008660179137872284,0.007797714396387966,0.12378487852530416,0.09594955063832056
118,2024-01-23 15:15:00,1425.7,1431.1,1425.2,1430.85,3326672,2024-01-23 15:29:00,0.003640823206083664,0.006844657964385835,0.10865557669837508,0.13342116219028827,0.003640823206083664,0.008120189419305191,0.12890401081331715,0.10298870658550092
119,2024-01-24 09:15:00,1380.25,1443.8,1380.25,1441.35,17025600,2024-01-24 10:14:00,0.0073115011320598,0.00551769956008032,0.08759076507085813,0.12309298947532302,0.0073115011320598,0.008743877693948115,0.13880475523530994,0.11128690258563376
120,2024-01-24 10:15:00,1441.4,1452.0,1439.0,1441.25,6234113,2024-01-24 11:14:00,-6.938180811771576e-05,0.005397366194834451,0.08568053211767371,0.1088459708868301,-6.938180811771576e-05,0.008777231862350647,0.13933423624399274,0.11959108754744374
121,2024-01-24 11:15:00,1441.2,1450.8,1432.25,1438.35,3967591,2024-01-24 12:14:00,-0.0020141693154689774,0.005399358011671678,0.08571215122972467,0.09350088302878093,-0.0020141693154689774,0.008701368856129769,0.1381299483549716,0.12781249064525382
122,2024-01-24 12:15:00,1438.35,1450.9,1438.15,1447.2,3463162,2024-01-24 13:14:00,0.006134031813285685,0.0035604732504107583,0.056520760621708015,0.08483195714766792,0.006134031813285685,0.005932288365278926,0.09417215832029961,0.12519553350861898
123,2024-01-24 13:15:00,1447.4,1451.0,1443.0,1444.35,2839015,2024-01-24 14:14:00,-0.0019712617266828426,0.004034720187855867,0.06404919736079058,0.07591068128015102,-0.0019712617266828426,0.005906482669326332,0.09376250559690257,0.12255494107332873
124,2024-01-24 14:15:00,1444.3,1458.45,1443.0,1455.95,7507538,2024-01-24 15:14:00,0.007999215153234063,0.004224840521694742,0.06706726409587603,0.0718059810851546,0.007999215153234063,0.004913994962339706,0.07800725168505042,0.11787536382015493
125,2024-01-24 15:15:00,1456.0,1458.25,1454.1,1456.5,1957238,2024-01-24 15:29:00,0.00037768889185250666,0.004184302540504545,0.06642374359458478,0.0679546233805368,0.00037768889185250666,0.004857029582344685,0.07710295431220772,0.11336508031616303
126,2024-01-25 09:15:00,1452.5,1457.35,1436.9,1439.0,10500856,2024-01-25 10:14:00,-0.01208786951212143,0.007095323458553038,0.11263476805736428,0.07333914674606473,-0.01208786951212143,0.006304675445534839,0.1000836199551632,0.1112086319042519
127,2024-01-25 10:15:00,1439.05,1439.5,1431.0,1433.85,4412540,2024-01-25 11:14:00,-0.0035852937094865774,0.006477800496294022,0.10283189493530859,0.08260137360878485,-0.0035852937094865774,0.005762805022411511,0.09148169366072918,0.1079783134177944
128,2024-01-25 11:15:00,1433.9,1435.8,1425.2,1427.2,4757227,2024-01-25 12:14:00,-0.004648651352136227,0.006575329560992468,0.1043801208400655,0.09066755830463984,-0.004648651352136227,0.005857393128013577,0.09298323328717588,0.10438623566518028
129,2024-01-25 12:15:00,1427.3,1428.8,1424.2,1426.25,4790805,2024-01-25 13:14:00,-0.000665860649459578,0.0043866294967071515,0.06963558445240531,0.09118122237594568,-0.000665860649459578,0.005288070478279896,0.08394551640546596,0.0989003117821959
130,2024-01-25 13:15:00,1426.25,1429.9,1419.4,1428.0,6094739,2024-01-25 14:14:00,0.0012262417232442935,0.004570012430896345,0.07254669828375289,0.09240581331377931,0.0012262417232442935,0.005326320212885345,0.08455271211834738,0.09342215936963136
131,2024-01-25 14:15:00,1428.0,1436.6,1424.4,1435.75,12158105,2024-01-25 15:14:00,0.005412496844876186,0.003596775409060829,0.05709703952476541,0.08129826760725954,0.005412496844876186,0.005631500767500465,0.08939730323325364,0.08854889485745955
132,2024-01-25 15:15:00,1435.95,1443.3,1435.15,1441.0,6752538,2024-01-25 15:29:00,0.0036499562551162382,0.0034993085709458783,0.0555498014363977,0.07184184890747736,0.0036499562551162382,0.005397387434871062,0.08568086929280196,0.08769976595470978
133,2024-01-29 09:15:00,1448.05,1462.8,1446.0,1451.95,9770725,2024-01-29 10:14:00,0.007570163530604086,0.002924102727193298,0.046418691744955276,0.060249563088455305,0.007570163530604086,0.005863688664943804,0.09308317183769789,0.08763183257878933
134,2024-01-29 10:15:00,1451.9,1456.05,1451.0,1452.95,4785652,2024-01-29 11:14:00,0.0006884918857803285,0.002572995464376874,0.04084503673943016,0.05449145354586029,0.0006884918857803285,0.005316425685915952,0.08439564137213758,0.08827067154749804
135,2024-01-29 11:15:00,1452.95,1455.0,1445.8,1454.2,3217207,2024-01-29 12:14:00,0.0008599488000498552,0.00264681101051806,0.04201682220731011,0.04838547833057173,0.0008599488000498552,0.005323686426292315,0.08451090205235795,0.08901146632151306
136,2024-01-29 12:15:00,1454.8,1460.45,1452.6,1460.0,3892323,2024-01-29 13:14:00,0.003980514486425586,0.002513216375360689,0.03989607312059725,0.0449452850497381,0.003980514486425586,0.0036387332924084454,0.057763100274024114,0.08477941435339915
137,2024-01-29 13:15:00,1460.1,1460.55,1450.25,1451.5,3430058,2024-01-29 14:14:00,-0.0058389312376975295,0.004425301301943719,0.07024948032884061,0.04788522082822668,-0.0058389312376975295,0.003995808330756393,0.06343149077916924,0.08197439406524315
138,2024-01-29 14:15:00,1451.5,1456.4,1448.45,1455.9,5801150,2024-01-29 15:14:00,0.003026761614595671,0.0034303424819766113,0.05445499871454109,0.04949248222214385,0.003026761614595671,0.003500631419479638,0.055570801005852904,0.07823315083711087
139,2024-01-29 15:15:00,1455.75,1458.25,1455.0,1456.75,1917306,2024-01-29 15:29:00,0.0005836609439032744,0.0034297116528607284,0.054444984612778656,0.05221247179681354,0.0005836609439032744,0.0034250521427169295,0.05437101718234741,0.075275700914799
140,2024-01-30 09:15:00,1454.55,1463.2,1445.65,1450.05,6889635,2024-01-30 10:14:00,-0.00460988844445946,0.003976358444128323,0.0631227334008916,0.05643365403552984,-0.00460988844445946,0.003979307407644202,0.0631695467454221,0.07313738437750647
141,2024-01-30 10:15:00,1449.4,1450.75,1443.1,1444.5,1926481,2024-01-30 11:14:00,-0.0038347976724341154,0.003369521960023068,0.05348950286035177,0.05915233998348075,-0.0038347976724341154,0.004044103878349123,0.06419815882934153,0.07061746993711528
142,2024-01-30 11:15:00,1444.5,1448.3,1443.4,1445.6,1585621,2024-01-30 12:14:00,0.0007612193717286688,0.002923019253117656,0.046401492127218474,0.05438274234315632,0.0007612193717286688,0.003917663586920245,0.062190981428425475,0.06826848115067762
143,2024-01-30 12:15:00,1445.6,1446.0,1441.2,1444.75,1890233,2024-01-30 13:14:00,-0.0005881640801313653,0.0022539663038259918,0.035780605820658166,0.05064786376437973,-0.0005881640801313653,0.003083244423803167,0.04894498785965891,0.06385466275287371
144,2024-01-30 13:15:00,1444.7,1445.45,1440.9,1444.0,1906310,2024-01-30 14:14:00,-0.0005192557451158431,0.0020830662863184895,0.03306765214836955,0.04637239727149791,-0.0005192557451158431,0.0030579881387472418,0.04854405676386289,0.060269504292046264
145,2024-01-30 14:15:00,1445.1,1446.6,1441.35,1445.25,5363774,2024-01-30 15:14:00,0.0008652765098139022,0.001700034888211581,0.02698721720604801,0.03914529403252919,0.0008652765098139022,0.0030582460192028027,0.04854815048918328,0.05667322913572879
146,2024-01-30 15:15:00,1445.2,1446.95,1444.0,1444.7,1298714,2024-01-30 15:29:00,-0.0003806294272497658,0.0006457193123009881,0.010250476302600392,0.030497488720978915,-0.0003806294272497658,0.002655980372242191,0.04216238131212958,0.055113157239539336
147,2024-01-31 09:15:00,1439.5,1466.65,1436.8,1466.2,9384652,2024-01-31 10:14:00,0.014772332254150497,0.005994813409383472,0.09516471262478346,0.04025013282049191,0.014772332254150497,0.005055842910841138,0.08025901805936735,0.05679590996755914
148,2024-01-31 10:15:00,1466.25,1472.6,1462.35,1469.9,4684697,2024-01-31 11:14:00,0.0025203514584557973,0.005764875532787352,0.0915145619939779,0.051396924055155856,0.0025203514584557973,0.00503786944857395,0.07997369819122065,0.059236199686095926
149,2024-01-31 11:15:00,1469.5,1474.95,1467.0,1468.0,2914595,2024-01-31 12:14:00,-0.0012934410734811263,0.005878721283403117,0.09332180725768266,0.06344775507701848,-0.0012934410734811263,0.005083051023423296,0.08069093345658238,0.061868191313519415
150,2024-01-31 12:15:00,1468.05,1471.95,1464.6,1470.05,3153353,2024-01-31 13:14:00,0.0013954836253136833,0.005838549761440424,0.09268410411628113,0.0765871324590651,0.0013954836253136833,0.0047563017305916515,0.07550394923718987,0.06310163156269619
151,2024-01-31 13:15:00,1470.05,1472.75,1468.2,1471.35,3056441,2024-01-31 14:14:00,0.000883932878659773,0.005694801091878457,0.09040216473053694,0.09261747014465241,0.000883932878659773,0.0044401046782389575,0.07048447664228846,0.06373026334399087
152,2024-01-31 14:15:00,1471.35,1472.8,1461.8,1461.95,6474161,2024-01-31 15:14:00,-0.006409185679936653,0.00316689805377512,0.050272948066700546,0.08363911723303583,-0.006409185679936653,0.005088355849170119,0.08077514495463013,0.06558867969661135
153,2024-01-31 15:15:00,1461.95,1462.6,1459.45,1462.45,3208838,2024-01-31 15:29:00,0.0003419504889016905,0.0028436755356054597,0.045141949659422684,0.0743645947661248,0.0003419504889016905,0.005064642043418803,0.08039869995868887,0.06873405090651434
