,dt,o,h,l,c,v,e_dt,calculate_change_1,calculate_stdv_1_5,calculate_annualized_volatility_1,calculate_avg_volatility_1_5,dt,o,h,l,c,v,e_dt,calculate_change_2,calculate_stdv_2_10,calculate_annualized_volatility_2,calculate_avg_volatility_2_10
19,2024-01-03 14:15:00,1100.75,1100.8,1095.0,1097.8,2609,2024-01-03 15:14:00,-0.0026835885200743787,0.0022939295467651537,0.03641500263506225,0.08334309814997047,2024-01-03 14:15:00,1100.75,1100.8,1095.0,1097.8,2609,2024-01-03 15:14:00,-0.0026835885200743787,0.006889859864032108,0.10937313460988551,0.10518714645519893
20,2024-01-03 15:15:00,1097.8,1099.35,1095.05,1096.0,757,2024-01-03 15:29:00,-0.001640988607827912,0.0016928310304418174,0.026872859509213563,0.06072571408762156,2024-01-03 15:15:00,1097.8,1099.35,1095.05,1096.0,757,2024-01-03 15:29:00,-0.001640988607827912,0.006520417984335079,0.10350842658446203,0.10691148589191468
21,2024-01-04 09:15:00,1100.05,1108.0,1086.6,1090.2,6437,2024-01-04 10:14:00,-0.005306022877780288,0.0025163346554075996,0.03994557428173153,0.05074465659437792,2024-01-04 09:15:00,1100.05,1108.0,1086.6,1090.2,6437,2024-01-04 10:14:00,-0.005306022877780288,0.0043806589370933065,0.0695408047568486,0.10225956711169533
22,2024-01-04 10:15:00,1090.2,1091.65,1084.75,1090.0,3742,2024-01-04 11:14:00,-0.00018346940699113926,0.002091226378101691,0.03319718958957243,0.03899121346197633,2024-01-04 10:15:00,1090.2,1091.65,1084.75,1090.0,3742,2024-01-04 11:14:00,-0.00018346940699113926,0.004381773989030246,0.06955850565759297,0.09859350650057547
23,2024-01-04 11:15:00,1089.0,1091.5,1084.0,1085.0,4778,2024-01-04 12:14:00,-0.0045977092486294314,0.0018804833558093246,0.02985174782440597,0.033256474767997146,2024-01-04 11:15:00,1089.0,1091.5,1084.0,1085.0,4778,2024-01-04 12:14:00,-0.0045977092486294314,0.0029345517628838426,0.046584565044220996,0.09436360454557438
24,2024-01-04 12:15:00,1085.0,1102.4,1084.0,1090.65,7179,2024-01-04 13:14:00,0.005193861789615782,0.0037538253725253458,0.059590130405198755,0.03789150032202444,2024-01-04 12:15:00,1085.0,1102.4,1084.0,1090.65,7179,2024-01-04 13:14:00,0.005193861789615782,0.003110732860039327,0.04938135325692452,0.08871152866989002
25,2024-01-04 13:15:00,1090.65,1091.5,1079.75,1087.15,11308,2024-01-04 14:14:00,-0.0032142556831077115,0.0038337315843065636,0.06085860219269293,0.04468864885872032,2024-01-04 13:15:00,1090.65,1091.5,1079.75,1087.15,11308,2024-01-04 14:14:00,-0.0032142556831077115,0.002996817358646768,0.04757300073396486,0.08232042647375445
26,2024-01-04 14:15:00,1086.9,1088.0,1079.05,1086.0,5683,2024-01-04 15:14:00,-0.001058371587187122,0.0033651314361774804,0.053419805455027426,0.047383495093379496,2024-01-04 14:15:00,1086.9,1088.0,1079.05,1086.0,5683,2024-01-04 15:14:00,-0.001058371587187122,0.002989130927923996,0.047450982428991775,0.07590564894491855
27,2024-01-04 15:15:00,1086.0,1088.0,1080.05,1085.0,1959,2024-01-04 15:29:00,-0.0009212345193208752,0.0033522412684686234,0.05321518038633412,0.051387093252731844,2024-01-04 15:15:00,1086.0,1088.0,1080.05,1085.0,1959,2024-01-04 15:29:00,-0.0009212345193208752,0.0028303739018182192,0.04493079276923133,0.06946703712352635
28,2024-01-05 09:15:00,1091.65,1113.65,1090.0,1093.4,9103,2024-01-05 10:14:00,0.0077121204863390335,0.004167922870179397,0.06616372438915939,0.05864948856568253,2024-01-05 09:15:00,1091.65,1113.65,1090.0,1093.4,9103,2024-01-05 10:14:00,0.0077121204863390335,0.003917724912059377,0.06219195493482903,0.06500935207769516
29,2024-01-05 10:15:00,1093.4,1093.4,1082.9,1090.0,3833,2024-01-05 11:14:00,-0.003114411237709613,0.00403498558201887,0.06405341036251888,0.05954214455714655,2024-01-05 10:15:00,1093.4,1093.4,1082.9,1090.0,3833,2024-01-05 11:14:00,-0.003114411237709613,0.003941925431415051,0.06257612626971135,0.06032965124367774
30,2024-01-05 11:15:00,1090.0,1095.95,1090.0,1095.0,1778,2024-01-05 12:14:00,0.0045766670274118935,0.004043219527328522,0.06418412019210835,0.06020724815702964,2024-01-05 11:15:00,1090.0,1095.95,1090.0,1095.0,1778,2024-01-05 12:14:00,0.0045766670274118935,0.004226604421022514,0.06709526512963027,0.05668833509819456
31,2024-01-05 12:15:00,1095.0,1095.0,1087.0,1087.5,611,2024-01-05 13:14:00,-0.006872879287762064,0.005250263968226273,0.08334535666421906,0.06619235839886797,2024-01-05 12:15:00,1095.0,1095.0,1087.0,1087.5,611,2024-01-05 13:14:00,-0.006872879287762064,0.004440640529479999,0.0704929830170296,0.056783552924212666
32,2024-01-05 13:15:00,1087.5,1091.45,1087.5,1089.5,702,2024-01-05 14:14:00,0.0018373914218353965,0.005240393846269345,0.08318867333557159,0.07218705698871546,2024-01-05 13:15:00,1087.5,1091.45,1087.5,1089.5,702,2024-01-05 14:14:00,0.0018373914218353965,0.004484741461837973,0.07119306361466127,0.05694700871991949
33,2024-01-05 14:15:00,1089.5,1092.45,1083.35,1091.9,1909,2024-01-05 15:14:00,0.002200422635346113,0.00414060029465547,0.06572999194907483,0.07210031050069854,2024-01-05 14:15:00,1089.5,1092.45,1083.35,1091.9,1909,2024-01-05 15:14:00,0.002200422635346113,0.004252462280109869,0.06750574591712043,0.05903912680720944
34,2024-01-05 15:15:00,1091.0,1092.5,1088.0,1092.5,1445,2024-01-05 15:29:00,0.0005493499497245181,0.0038897894848276466,0.06174849377548803,0.07163932718329238,2024-01-05 15:15:00,1091.0,1092.5,1088.0,1092.5,1445,2024-01-05 15:29:00,0.0005493499497245181,0.003973554976763175,0.0630782297361504,0.06040881445513202
35,2024-01-08 09:15:00,1092.5,1105.7,1088.55,1094.15,5111,2024-01-08 10:14:00,0.001509158130623853,0.0034033240264277403,0.054026094029392895,0.0696077219507493,2024-01-08 09:15:00,1092.5,1105.7,1088.55,1094.15,5111,2024-01-08 10:14:00,0.001509158130623853,0.003821065280769737,0.060657530857559525,0.061717267467491496
