,dt,o,h,l,c,v,e_dt,key,calculate_change_1,calculate_stdv_1_1764,calculate_annualized_volatility_1,calculate_avg_volatility_1_10
0,2013-01-01 09:15:00,909.75,914.5,901.0,910.0,11663,2013-01-01 10:14:00,2013-01-01 09:15:00,,,,
1,2013-01-01 10:15:00,911.2,912.5,910.0,910.1,3234,2013-01-01 11:14:00,2013-01-01 10:15:00,0.0010988407241432996,,,
2,2013-01-01 11:15:00,910.1,913.5,910.1,912.95,2287,2013-01-01 12:14:00,2013-01-01 11:15:00,0.03126630999431922,,,
3,2013-01-01 12:15:00,912.95,913.5,910.55,912.5,1651,2013-01-01 13:14:00,2013-01-01 12:15:00,-0.004930291260954229,,,
4,2013-01-01 13:15:00,912.5,912.5,910.6,911.6,821,2013-01-01 14:14:00,2013-01-01 13:15:00,-0.00986788085117359,,,
5,2013-01-01 14:15:00,912.0,912.3,910.0,910.0,4658,2013-01-01 15:14:00,2013-01-01 14:15:00,-0.01756697860633441,,,
6,2013-01-01 15:15:00,910.0,915.0,910.0,913.95,4919,2013-01-01 15:29:00,2013-01-01 15:15:00,0.043312658517174224,,,
7,2013-01-02 09:15:00,918.2,919.7,913.75,918.0,8886,2013-01-02 10:14:00,2013-01-02 09:15:00,0.04421525257877256,,,
8,2013-01-02 10:15:00,918.9,919.7,915.25,918.65,4147,2013-01-02 11:14:00,2013-01-02 10:15:00,0.00707810445253252,,,
9,2013-01-02 11:15:00,918.1,927.0,917.55,918.3,18238,2013-01-02 12:14:00,2013-01-02 11:15:00,-0.003810664462672857,,,
10,2013-01-02 12:15:00,918.3,920.85,914.65,917.9,5594,2013-01-02 13:14:00,2013-01-02 12:15:00,-0.0043568239443124495,,,
11,2013-01-02 13:15:00,918.0,921.0,909.1,914.15,5398,2013-01-02 14:14:00,2013-01-02 13:15:00,-0.04093780450531389,,,
12,2013-01-02 14:15:00,914.2,915.0,907.0,908.45,6520,2013-01-02 15:14:00,2013-01-02 14:15:00,-0.06254821226064326,,,
13,2013-01-02 15:15:00,909.95,913.0,907.45,908.65,6061,2013-01-02 15:29:00,2013-01-02 15:15:00,0.0022013097882068017,,,
14,2013-01-03 09:15:00,908.8,926.0,908.8,923.0,21644,2013-01-03 10:14:00,2013-01-03 09:15:00,0.15669252975581857,,,
15,2013-01-03 10:15:00,923.0,924.0,914.1,919.75,16346,2013-01-03 11:14:00,2013-01-03 10:15:00,-0.03527340517968411,,,
16,2013-01-03 11:15:00,919.75,921.0,916.9,918.95,5579,2013-01-03 12:14:00,2013-01-03 11:15:00,-0.008701800734005786,,,
17,2013-01-03 12:15:00,919.0,919.0,914.0,916.05,3214,2013-01-03 13:14:00,2013-01-03 12:15:00,-0.031607655742297645,,,
18,2013-01-03 13:15:00,917.0,925.75,912.55,914.2,34333,2013-01-03 14:14:00,2013-01-03 13:15:00,-0.020215824396093846,,,
19,2013-01-03 14:15:00,914.2,917.0,912.0,915.6,9133,2013-01-03 15:14:00,2013-01-03 14:15:00,0.015302221807675365,,,
20,2013-01-03 15:15:00,915.9,919.95,912.55,917.15,9070,2013-01-03 15:29:00,2013-01-03 15:15:00,0.01691447681948127,,,
21,2013-01-04 09:15:00,905.85,922.8,905.85,917.0,10724,2013-01-04 10:14:00,2013-01-04 09:15:00,-0.0016356350389482826,,,
22,2013-01-04 10:15:00,915.35,916.9,907.85,911.4,4894,2013-01-04 11:14:00,2013-01-04 10:15:00,-0.06125593426682731,,,
23,2013-01-04 11:15:00,911.4,922.0,910.55,918.85,11000,2013-01-04 12:14:00,2013-01-04 11:15:00,0.08141009311651203,,,
24,2013-01-04 12:15:00,918.85,926.0,915.95,918.6,26787,2013-01-04 13:14:00,2013-01-04 12:15:00,-0.0027211624974026035,,,
25,2013-01-04 13:15:00,918.4,924.0,917.05,921.15,3960,2013-01-04 14:14:00,2013-01-04 13:15:00,0.027721175518246877,,,
26,2013-01-04 14:15:00,921.2,925.0,919.0,924.05,11212,2013-01-04 15:14:00,2013-01-04 14:15:00,0.03143293288247323,,,
27,2013-01-04 15:15:00,924.05,938.4,924.0,928.3,63636,2013-01-04 15:29:00,2013-01-04 15:15:00,0.04588773674121671,,,
28,2013-01-07 09:15:00,938.3,938.3,926.3,930.0,17134,2013-01-07 10:14:00,2013-01-07 09:15:00,0.01829629741414814,,,
29,2013-01-07 10:15:00,930.0,932.0,924.1,926.05,6648,2013-01-07 11:14:00,2013-01-07 10:15:00,-0.04256357278490963,,,
30,2013-01-07 11:15:00,926.05,927.5,922.0,923.2,4335,2013-01-07 12:14:00,2013-01-07 11:15:00,-0.030823331149754475,,,
31,2013-01-07 12:15:00,924.0,927.0,916.7,919.0,6798,2013-01-07 13:14:00,2013-01-07 12:15:00,-0.04559773398148083,,,
32,2013-01-07 13:15:00,919.0,927.05,918.5,922.0,5769,2013-01-07 14:14:00,2013-01-07 13:15:00,0.03259101200906703,,,
33,2013-01-07 14:15:00,922.0,922.8,916.25,916.85,7861,2013-01-07 15:14:00,2013-01-07 14:15:00,-0.05601341561420242,,,
34,2013-01-07 15:15:00,916.7,918.9,914.0,914.0,7616,2013-01-07 15:29:00,2013-01-07 15:15:00,-0.03113310541023562,,,
35,2013-01-08 09:15:00,918.45,918.45,910.55,914.0,7242,2013-01-08 10:14:00,2013-01-08 09:15:00,0.0,,,
36,2013-01-08 10:15:00,914.0,915.6,910.35,913.95,4320,2013-01-08 11:14:00,2013-01-08 10:15:00,-0.0005470609153691159,,,
37,2013-01-08 11:15:00,913.9,914.0,909.0,910.1,3809,2013-01-08 12:14:00,2013-01-08 11:15:00,-0.04221381779303103,,,
38,2013-01-08 12:15:00,910.4,914.0,910.4,913.45,1397,2013-01-08 13:14:00,2013-01-08 12:15:00,0.03674156199268702,,,
39,2013-01-08 13:15:00,913.45,922.0,913.0,916.75,6352,2013-01-08 14:14:00,2013-01-08 13:15:00,0.03606167168856515,,,
40,2013-01-08 14:15:00,916.9,923.0,913.05,915.7,7005,2013-01-08 15:14:00,2013-01-08 14:15:00,-0.011460068377489072,,,
41,2013-01-08 15:15:00,915.0,918.0,913.0,916.0,5608,2013-01-08 15:29:00,2013-01-08 15:15:00,0.0032756456044372466,,,
42,2013-01-09 09:15:00,901.0,922.0,901.0,919.9,6650,2013-01-09 10:14:00,2013-01-09 09:15:00,0.042486038089812536,,,
43,2013-01-09 10:15:00,919.1,919.9,916.35,917.0,2304,2013-01-09 11:14:00,2013-01-09 10:15:00,-0.03157496226646666,,,
44,2013-01-09 11:15:00,917.0,917.25,915.05,915.05,1315,2013-01-09 12:14:00,2013-01-09 11:15:00,-0.021287636651735546,,,
45,2013-01-09 12:15:00,915.55,916.2,913.05,914.5,1575,2013-01-09 13:14:00,2013-01-09 12:15:00,-0.006012407603708999,,,
46,2013-01-09 13:15:00,914.5,917.75,914.1,916.5,1075,2013-01-09 14:14:00,2013-01-09 13:15:00,0.021845994488393833,,,
47,2013-01-09 14:15:00,916.0,923.0,914.5,916.05,9366,2013-01-09 15:14:00,2013-01-09 14:15:00,-0.004911189425063446,,,
48,2013-01-09 15:15:00,916.85,918.0,915.4,915.95,4351,2013-01-09 15:29:00,2013-01-09 15:15:00,-0.001091703057851936,,,
49,2013-01-10 09:15:00,919.15,921.0,911.9,912.6,6691,2013-01-10 10:14:00,2013-01-10 09:15:00,-0.0366410953816602,,,
50,2013-01-10 10:15:00,913.35,914.0,908.0,913.6,6509,2013-01-10 11:14:00,2013-01-10 10:15:00,0.010951704084435548,,,
51,2013-01-10 11:15:00,913.6,916.0,910.0,914.0,4380,2013-01-10 12:14:00,2013-01-10 11:15:00,0.0043773255240426075,,,
52,2013-01-10 12:15:00,913.9,919.15,912.0,913.95,9287,2013-01-10 13:14:00,2013-01-10 12:15:00,-0.0005470609153691159,,,
53,2013-01-10 13:15:00,914.65,916.0,911.5,911.85,3165,2013-01-10 14:14:00,2013-01-10 13:15:00,-0.02300362499771947,,,
54,2013-01-10 14:15:00,911.5,915.95,911.35,911.9,2929,2013-01-10 15:14:00,2013-01-10 14:15:00,0.0005483207677849203,,,
55,2013-01-10 15:15:00,912.0,912.8,904.0,905.95,7046,2013-01-10 15:29:00,2013-01-10 15:15:00,-0.06546218057503214,,,
56,2013-01-11 09:15:00,910.05,913.85,905.0,909.05,8592,2013-01-11 10:14:00,2013-01-11 09:15:00,0.0341598128316515,,,
57,2013-01-11 10:15:00,909.05,910.0,905.0,906.0,2558,2013-01-11 11:14:00,2013-01-11 10:15:00,-0.033607921223024806,,,
58,2013-01-11 11:15:00,905.15,906.0,894.0,894.9,4268,2013-01-11 12:14:00,2013-01-11 11:15:00,-0.12327325854166835,,,
59,2013-01-11 12:15:00,894.05,897.0,888.0,889.95,9770,2013-01-11 13:14:00,2013-01-11 12:15:00,-0.05546698816050494,,,
60,2013-01-11 13:15:00,889.95,897.0,888.1,893.25,6907,2013-01-11 14:14:00,2013-01-11 13:15:00,0.03701215530757202,,,
61,2013-01-11 14:15:00,894.0,895.5,883.6,886.3,11126,2013-01-11 15:14:00,2013-01-11 14:15:00,-0.07811003159166979,,,
62,2013-01-11 15:15:00,885.05,894.0,885.0,892.0,7340,2013-01-11 15:29:00,2013-01-11 15:15:00,0.0641063883565711,,,
63,2013-01-14 09:15:00,894.15,894.15,883.0,885.0,9052,2013-01-14 10:14:00,2013-01-14 09:15:00,-0.07878487572079829,,,
64,2013-01-14 10:15:00,885.9,886.0,878.0,880.9,5549,2013-01-14 11:14:00,2013-01-14 10:15:00,-0.04643532892179596,,,
65,2013-01-14 11:15:00,880.4,883.0,868.5,870.0,11312,2013-01-14 12:14:00,2013-01-14 11:15:00,-0.12450900467120554,,,
66,2013-01-14 12:15:00,869.05,870.0,866.0,868.9,11316,2013-01-14 13:14:00,2013-01-14 12:15:00,-0.012651678034691038,,,
67,2013-01-14 13:15:00,868.0,870.0,866.5,867.0,22826,2013-01-14 14:14:00,2013-01-14 13:15:00,-0.02189067064618394,,,
68,2013-01-14 14:15:00,866.6,867.15,865.1,866.5,15237,2013-01-14 15:14:00,2013-01-14 14:15:00,-0.0057686762488105316,,,
69,2013-01-14 15:15:00,866.95,868.55,866.15,867.0,13131,2013-01-14 15:29:00,2013-01-14 15:15:00,0.0057686762488106565,,,
70,2013-01-15 09:15:00,870.45,899.0,869.4,883.6,61940,2013-01-15 10:14:00,2013-01-15 09:15:00,0.18965494765420254,,,
71,2013-01-15 10:15:00,883.6,887.8,883.0,886.35,8978,2013-01-15 11:14:00,2013-01-15 10:15:00,0.031074349138311586,,,
72,2013-01-15 11:15:00,885.15,886.4,877.05,878.7,13771,2013-01-15 12:14:00,2013-01-15 11:15:00,-0.08668363957995731,,,
73,2013-01-15 12:15:00,879.0,883.9,876.0,878.05,7932,2013-01-15 13:14:00,2013-01-15 12:15:00,-0.007400028799339088,,,
74,2013-01-15 13:15:00,879.2,882.85,875.5,876.0,25483,2013-01-15 14:14:00,2013-01-15 13:15:00,-0.023374486854721703,,,
75,2013-01-15 14:15:00,876.0,877.9,875.0,876.2,9771,2013-01-15 15:14:00,2013-01-15 14:15:00,0.002282844434066549,,,
76,2013-01-15 15:15:00,876.9,879.0,866.0,867.0,15412,2013-01-15 15:29:00,2013-01-15 15:15:00,-0.10555398599256341,,,
77,2013-01-16 09:15:00,887.8,895.8,876.7,879.7,93509,2013-01-16 10:14:00,2013-01-16 09:15:00,0.14541963478087036,,,
78,2013-01-16 10:15:00,879.5,882.8,876.5,879.95,13525,2013-01-16 11:14:00,2013-01-16 10:15:00,0.0028414741759106832,,,
79,2013-01-16 11:15:00,879.4,882.6,878.0,878.15,7373,2013-01-16 12:14:00,2013-01-16 11:15:00,-0.020476658084753956,,,
80,2013-01-16 12:15:00,878.0,880.0,872.2,872.7,23049,2013-01-16 13:14:00,2013-01-16 12:15:00,-0.06225567698478844,,,
81,2013-01-16 13:15:00,872.1,874.0,848.05,852.2,55225,2013-01-16 14:14:00,2013-01-16 13:15:00,-0.23770613103453966,,,
82,2013-01-16 14:15:00,852.2,854.0,840.6,841.95,35117,2013-01-16 15:14:00,2013-01-16 14:15:00,-0.12100611009493664,,,
83,2013-01-16 15:15:00,841.0,841.7,835.1,840.0,18830,2013-01-16 15:29:00,2013-01-16 15:15:00,-0.02318738218958752,,,
84,2013-01-17 09:15:00,844.8,858.9,840.95,847.7,31139,2013-01-17 10:14:00,2013-01-17 09:15:00,0.09124907777000674,,,
85,2013-01-17 10:15:00,847.25,850.0,846.5,848.0,6222,2013-01-17 11:14:00,2013-01-17 10:15:00,0.0035383617754309775,,,
86,2013-01-17 11:15:00,848.0,854.9,845.0,846.0,7163,2013-01-17 12:14:00,2013-01-17 11:15:00,-0.023612761856798198,,,
87,2013-01-17 12:15:00,846.35,847.95,839.05,839.2,12332,2013-01-17 13:14:00,2013-01-17 12:15:00,-0.08070302524135758,,,
88,2013-01-17 13:15:00,839.3,839.85,827.5,829.5,34799,2013-01-17 14:14:00,2013-01-17 13:15:00,-0.11625947451588323,,,
89,2013-01-17 14:15:00,830.0,834.95,828.25,829.2,16461,2013-01-17 15:14:00,2013-01-17 14:15:00,-0.0036172906887464453,,,
90,2013-01-17 15:15:00,828.65,830.0,827.5,830.0,8995,2013-01-17 15:29:00,2013-01-17 15:15:00,0.009643202290189662,,,
91,2013-01-18 09:15:00,835.9,842.0,831.0,837.5,19745,2013-01-18 10:14:00,2013-01-18 09:15:00,0.08995562908577782,,,
92,2013-01-18 10:15:00,838.0,838.0,833.05,835.0,8225,2013-01-18 11:14:00,2013-01-18 10:15:00,-0.02989538848366048,,,
93,2013-01-18 11:15:00,835.3,836.45,835.0,836.45,2508,2013-01-18 12:14:00,2013-01-18 11:15:00,0.017350209264343008,,,
94,2013-01-18 12:15:00,837.0,838.0,835.0,836.2,2633,2013-01-18 13:14:00,2013-01-18 12:15:00,-0.0029892685482516366,,,
95,2013-01-18 13:15:00,836.2,848.0,835.1,843.0,14828,2013-01-18 14:14:00,2013-01-18 13:15:00,0.08099139079390752,,,
96,2013-01-18 14:15:00,841.55,848.85,840.05,847.8,13112,2013-01-18 15:14:00,2013-01-18 14:15:00,0.05677800916681194,,,
97,2013-01-18 15:15:00,847.8,848.5,835.15,840.0,10622,2013-01-18 15:29:00,2013-01-18 15:15:00,-0.0924286708117742,,,
98,2013-01-21 09:15:00,835.1,854.9,833.05,851.05,15726,2013-01-21 10:14:00,2013-01-21 09:15:00,0.1306898941662272,,,
99,2013-01-21 10:15:00,851.5,856.9,851.25,855.05,9624,2013-01-21 11:14:00,2013-01-21 10:15:00,0.04689065505080615,,,
100,2013-01-21 11:15:00,855.05,857.0,855.0,855.1,6057,2013-01-21 12:14:00,2013-01-21 11:15:00,0.0005847440284698115,,,
101,2013-01-21 12:15:00,855.05,856.9,855.0,855.0,4082,2013-01-21 13:14:00,2013-01-21 12:15:00,-0.0011695222514941286,,,
102,2013-01-21 13:15:00,855.0,856.8,855.0,856.5,2324,2013-01-21 14:14:00,2013-01-21 13:15:00,0.01752848827414387,,,
103,2013-01-21 14:15:00,855.15,863.0,855.0,858.0,12150,2013-01-21 15:14:00,2013-01-21 14:15:00,0.017497817237877723,,,
104,2013-01-21 15:15:00,859.0,862.0,858.25,859.6,9684,2013-01-21 15:29:00,2013-01-21 15:15:00,0.01863065280393227,,,
105,2013-01-22 09:15:00,888.0,888.0,860.7,874.25,70395,2013-01-22 10:14:00,2013-01-22 09:15:00,0.16899211175129877,,,
106,2013-01-22 10:15:00,874.25,878.8,872.0,876.0,20917,2013-01-22 11:14:00,2013-01-22 10:15:00,0.01999714992906163,,,
107,2013-01-22 11:15:00,875.9,876.0,865.95,871.0,64702,2013-01-22 12:14:00,2013-01-22 11:15:00,-0.05724114083888629,,,
108,2013-01-22 12:15:00,870.1,875.0,870.0,873.05,7655,2013-01-22 13:14:00,2013-01-22 12:15:00,0.02350851115633636,,,
109,2013-01-22 13:15:00,873.15,877.0,867.5,869.95,10137,2013-01-22 14:14:00,2013-01-22 13:15:00,-0.035570892354112565,,,
110,2013-01-22 14:15:00,869.05,869.05,862.0,865.85,13647,2013-01-22 15:14:00,2013-01-22 14:15:00,-0.047240553345654065,,,
111,2013-01-22 15:15:00,866.0,870.8,864.5,870.0,6669,2013-01-22 15:29:00,2013-01-22 15:15:00,0.04781528250469497,,,
112,2013-01-23 09:15:00,875.35,878.0,869.1,875.0,26491,2013-01-23 10:14:00,2013-01-23 09:15:00,0.05730674708985074,,,
113,2013-01-23 10:15:00,875.0,882.0,874.0,877.35,38072,2013-01-23 11:14:00,2013-01-23 10:15:00,0.026821141995301695,,,
114,2013-01-23 11:15:00,876.2,880.0,875.15,876.0,9087,2013-01-23 12:14:00,2013-01-23 11:15:00,-0.015399096207530546,,,
115,2013-01-23 12:15:00,876.0,876.6,874.0,874.0,5398,2013-01-23 13:14:00,2013-01-23 12:15:00,-0.02285715280855951,,,
116,2013-01-23 13:15:00,874.0,874.0,867.0,870.0,10623,2013-01-23 14:14:00,2013-01-23 13:15:00,-0.04587164006906043,,,
117,2013-01-23 14:15:00,869.15,870.0,868.0,868.7,9699,2013-01-23 15:14:00,2013-01-23 14:15:00,-0.014953703827545493,,,
