,dt,o,h,l,c,v,e_dt,key,calculate_change_1,calculate_stdv_1_1008,calculate_annualized_volatility_1,calculate_avg_volatility_1_10
0,2013-01-01 09:15:00,909.75,914.5,901.0,910.1,14897,2013-01-01 11:14:00,2013-01-01 09:15:00,,,,
1,2013-01-01 11:15:00,910.1,913.5,910.1,912.5,3938,2013-01-01 13:14:00,2013-01-01 11:15:00,0.0263360187333649,,,
2,2013-01-01 13:15:00,912.5,912.5,910.0,910.0,5479,2013-01-01 15:14:00,2013-01-01 13:15:00,-0.027434859457508325,,,
3,2013-01-01 15:15:00,910.0,915.0,910.0,913.95,4919,2013-01-01 15:29:00,2013-01-01 15:15:00,0.043312658517174224,,,
4,2013-01-02 09:15:00,918.2,919.7,913.75,918.65,13033,2013-01-02 11:14:00,2013-01-02 09:15:00,0.051293357031307406,,,
5,2013-01-02 11:15:00,918.1,927.0,914.65,917.9,23832,2013-01-02 13:14:00,2013-01-02 11:15:00,-0.008167488406984674,,,
6,2013-01-02 13:15:00,918.0,921.0,907.0,908.45,11918,2013-01-02 15:14:00,2013-01-02 13:15:00,-0.10348601676595687,,,
7,2013-01-02 15:15:00,909.95,913.0,907.45,908.65,6061,2013-01-02 15:29:00,2013-01-02 15:15:00,0.0022013097882068017,,,
8,2013-01-03 09:15:00,908.8,926.0,908.8,919.75,37990,2013-01-03 11:14:00,2013-01-03 09:15:00,0.12141912457613514,,,
9,2013-01-03 11:15:00,919.75,921.0,914.0,916.05,8793,2013-01-03 13:14:00,2013-01-03 11:15:00,-0.04030945647630324,,,
10,2013-01-03 13:15:00,917.0,925.75,912.0,915.6,43466,2013-01-03 15:14:00,2013-01-03 13:15:00,-0.004913602588417559,,,
11,2013-01-03 15:15:00,915.9,919.95,912.55,917.15,9070,2013-01-03 15:29:00,2013-01-03 15:15:00,0.01691447681948127,,,
12,2013-01-04 09:15:00,905.85,922.8,905.85,911.4,15618,2013-01-04 11:14:00,2013-01-04 09:15:00,-0.06289156930577601,,,
13,2013-01-04 11:15:00,911.4,926.0,910.55,918.6,37787,2013-01-04 13:14:00,2013-01-04 11:15:00,0.07868893061910864,,,
14,2013-01-04 13:15:00,918.4,925.0,917.05,924.05,15172,2013-01-04 15:14:00,2013-01-04 13:15:00,0.05915410840072154,,,
15,2013-01-04 15:15:00,924.05,938.4,924.0,928.3,63636,2013-01-04 15:29:00,2013-01-04 15:15:00,0.04588773674121671,,,
16,2013-01-07 09:15:00,938.3,938.3,924.1,926.05,23782,2013-01-07 11:14:00,2013-01-07 09:15:00,-0.0242672753707616,,,
17,2013-01-07 11:15:00,926.05,927.5,916.7,919.0,11133,2013-01-07 13:14:00,2013-01-07 11:15:00,-0.07642106513123607,,,
18,2013-01-07 13:15:00,919.0,927.05,916.25,916.85,13630,2013-01-07 15:14:00,2013-01-07 13:15:00,-0.023422403605135096,,,
19,2013-01-07 15:15:00,916.7,918.9,914.0,914.0,7616,2013-01-07 15:29:00,2013-01-07 15:15:00,-0.03113310541023562,,,
20,2013-01-08 09:15:00,918.45,918.45,910.35,913.95,11562,2013-01-08 11:14:00,2013-01-08 09:15:00,-0.0005470609153691159,,,
21,2013-01-08 11:15:00,913.9,914.0,909.0,913.45,5206,2013-01-08 13:14:00,2013-01-08 11:15:00,-0.005472255800342947,,,
