,dt,o,h,l,c,v,e_dt,key,calculate_change_1,calculate_stdv_1_1008,calculate_annualized_volatility_1,calculate_avg_volatility_1_10
0,2013-01-01 09:15:00,550.5,552.0,550.5,552.0,85,2013-01-01 11:14:00,2013-01-01 09:15:00,,,,
1,2013-01-01 11:15:00,555.0,557.95,552.55,552.55,27,2013-01-01 13:14:00,2013-01-01 11:15:00,0.009958807576958613,,,
2,2013-01-01 13:15:00,553.2,563.9,553.2,560.8,59,2013-01-01 15:14:00,2013-01-01 13:15:00,0.14820408685589034,,,
3,2013-01-01 15:15:00,562.95,562.95,560.0,560.0,71,2013-01-01 15:29:00,2013-01-01 15:15:00,-0.01427551991185335,,,
4,2013-01-02 09:15:00,588.8,588.8,565.0,573.0,794,2013-01-02 11:14:00,2013-01-02 09:15:00,0.22948932985544568,,,
5,2013-01-02 11:15:00,573.0,575.0,573.0,574.0,1039,2013-01-02 13:14:00,2013-01-02 11:15:00,0.017436796048268373,,,
6,2013-01-02 13:15:00,574.25,606.35,574.25,605.0,7547,2013-01-02 15:14:00,2013-01-02 13:15:00,0.5259906171127494,,,
7,2013-01-02 15:15:00,607.9,625.0,601.05,608.95,13551,2013-01-02 15:29:00,2013-01-02 15:15:00,0.065077045022782,,,
8,2013-01-03 09:15:00,610.0,612.0,607.2,609.85,1643,2013-01-03 11:14:00,2013-01-03 09:15:00,0.01476862756127739,,,
9,2013-01-03 11:15:00,609.85,609.95,607.0,609.85,233,2013-01-03 13:14:00,2013-01-03 11:15:00,0.0,,,
10,2013-01-03 13:15:00,609.85,634.65,605.65,632.0,16681,2013-01-03 15:14:00,2013-01-03 13:15:00,0.3567636885761017,,,
11,2013-01-03 15:15:00,630.0,648.0,625.3,638.1,12598,2013-01-03 15:29:00,2013-01-03 15:15:00,0.09605616727443717,,,
12,2013-01-04 09:15:00,717.1,717.1,620.1,631.0,1524,2013-01-04 11:14:00,2013-01-04 09:15:00,-0.11189148333088024,,,
13,2013-01-04 11:15:00,632.95,639.0,631.0,636.0,1924,2013-01-04 13:14:00,2013-01-04 11:15:00,0.07892700798908983,,,
14,2013-01-04 13:15:00,632.0,638.95,626.95,630.0,426,2013-01-04 15:14:00,2013-01-04 13:15:00,-0.0947874395454377,,,
15,2013-01-04 15:15:00,626.5,637.95,620.7,637.75,1093,2013-01-04 15:29:00,2013-01-04 15:15:00,0.12226537636342362,,,
16,2013-01-07 09:15:00,649.9,649.9,634.0,640.0,4434,2013-01-07 11:14:00,2013-01-07 09:15:00,0.03521819331796791,,,
17,2013-01-07 11:15:00,640.0,640.0,635.0,635.0,671,2013-01-07 13:14:00,2013-01-07 11:15:00,-0.07843177461025892,,,
18,2013-01-07 13:15:00,633.0,637.7,627.95,634.0,2201,2013-01-07 15:14:00,2013-01-07 13:15:00,-0.01576044455465766,,,
19,2013-01-07 15:15:00,634.0,640.9,625.95,638.0,3423,2013-01-07 15:29:00,2013-01-07 15:15:00,0.06289328907563918,,,
20,2013-01-08 09:15:00,611.25,638.0,611.25,632.1,461,2013-01-08 11:14:00,2013-01-08 09:15:00,-0.09290673866536783,,,
21,2013-01-08 11:15:00,635.0,646.0,632.95,635.4,1152,2013-01-08 13:14:00,2013-01-08 11:15:00,0.052071123571626576,,,
22,2013-01-08 13:15:00,638.0,644.0,636.0,640.0,3221,2013-01-08 15:14:00,2013-01-08 13:15:00,0.0721345451830183,,,
23,2013-01-08 15:15:00,643.55,650.0,640.0,645.0,2680,2013-01-08 15:29:00,2013-01-08 15:15:00,0.0778214044205495,,,
24,2013-01-09 09:15:00,650.0,650.0,644.0,645.1,203,2013-01-09 11:14:00,2013-01-09 09:15:00,0.0015502674242360492,,,
25,2013-01-09 11:15:00,646.4,650.0,645.0,645.0,335,2013-01-09 13:14:00,2013-01-09 11:15:00,-0.0015502674242349555,,,
26,2013-01-09 13:15:00,645.35,648.85,642.8,644.05,248,2013-01-09 15:14:00,2013-01-09 13:15:00,-0.014739539536756129,,,
27,2013-01-09 15:15:00,644.05,648.0,642.0,642.0,515,2013-01-09 15:29:00,2013-01-09 15:15:00,-0.0318805915213566,,,
28,2013-01-10 09:15:00,645.0,645.0,636.2,642.5,12,2013-01-10 11:14:00,2013-01-10 09:15:00,0.007785130794136617,,,
29,2013-01-10 11:15:00,642.95,649.05,636.25,648.0,847,2013-01-10 13:14:00,2013-01-10 11:15:00,0.08523879582899799,,,
30,2013-01-10 13:15:00,648.0,656.4,644.0,649.75,13969,2013-01-10 15:14:00,2013-01-10 13:15:00,0.026969771693248754,,,
31,2013-01-10 15:15:00,649.95,649.95,640.0,640.05,880,2013-01-10 15:29:00,2013-01-10 15:15:00,-0.15041375219481073,,,
32,2013-01-11 09:15:00,640.0,647.75,640.0,647.45,939,2013-01-11 11:14:00,2013-01-11 09:15:00,0.11495272212730559,,,
33,2013-01-11 11:15:00,647.9,692.0,643.15,680.35,28446,2013-01-11 13:14:00,2013-01-11 11:15:00,0.4956580112201827,,,
34,2013-01-11 13:15:00,681.65,685.0,664.0,668.3,9968,2013-01-11 15:14:00,2013-01-11 13:15:00,-0.1787019711984313,,,
35,2013-01-11 15:15:00,665.5,670.0,664.0,670.0,984,2013-01-11 15:29:00,2013-01-11 15:15:00,0.025405378679873993,,,
36,2013-01-14 09:15:00,669.05,674.0,664.0,669.35,1991,2013-01-14 11:14:00,2013-01-14 09:15:00,-0.009706201531049664,,,
37,2013-01-14 11:15:00,665.55,670.0,665.55,669.95,517,2013-01-14 13:14:00,2013-01-14 11:15:00,0.008959905027102944,,,
38,2013-01-14 13:15:00,669.95,670.0,657.4,664.95,969,2013-01-14 15:14:00,2013-01-14 13:15:00,-0.07491232875444762,,,
39,2013-01-14 15:15:00,665.0,665.0,664.9,664.9,337,2013-01-14 15:29:00,2013-01-14 15:15:00,-0.0007519645076301008,,,
40,2013-01-15 09:15:00,664.0,670.0,664.0,670.0,3429,2013-01-15 11:14:00,2013-01-15 09:15:00,0.07641058976602556,,,
41,2013-01-15 11:15:00,668.15,669.9,666.1,669.75,342,2013-01-15 13:14:00,2013-01-15 11:15:00,-0.0037320396029358652,,,
42,2013-01-15 13:15:00,666.15,668.25,665.0,666.5,283,2013-01-15 15:14:00,2013-01-15 13:15:00,-0.048643688059547836,,,
43,2013-01-15 15:15:00,665.05,668.0,665.05,668.0,204,2013-01-15 15:29:00,2013-01-15 15:15:00,0.022480339178823486,,,
44,2013-01-16 09:15:00,689.0,689.0,667.0,670.0,7637,2013-01-16 11:14:00,2013-01-16 09:15:00,0.029895388483659857,,,
45,2013-01-16 11:15:00,670.0,670.0,645.9,657.5,3533,2013-01-16 13:14:00,2013-01-16 11:15:00,-0.18832948333092125,,,
46,2013-01-16 13:15:00,657.5,657.5,640.1,644.85,4233,2013-01-16 15:14:00,2013-01-16 13:15:00,-0.19427032441519343,,,
47,2013-01-16 15:15:00,644.85,644.85,635.0,640.0,5959,2013-01-16 15:29:00,2013-01-16 15:15:00,-0.07549555256682779,,,
48,2013-01-17 09:15:00,650.0,650.0,642.0,650.0,1860,2013-01-17 11:14:00,2013-01-17 09:15:00,0.15504186535965253,,,
49,2013-01-17 11:15:00,649.0,653.6,645.0,648.95,3216,2013-01-17 13:14:00,2013-01-17 11:15:00,-0.016166907559147785,,,
50,2013-01-17 13:15:00,646.5,654.95,643.05,643.05,1608,2013-01-17 15:14:00,2013-01-17 13:15:00,-0.09133190421672305,,,
51,2013-01-17 15:15:00,649.95,649.95,635.3,637.35,1398,2013-01-17 15:29:00,2013-01-17 15:15:00,-0.08903526483165473,,,
52,2013-01-18 09:15:00,659.0,659.0,640.0,645.0,2372,2013-01-18 11:14:00,2013-01-18 09:15:00,0.11931361566842083,,,
53,2013-01-18 11:15:00,645.0,646.75,638.0,638.0,747,2013-01-18 13:14:00,2013-01-18 11:15:00,-0.1091203345098265,,,
54,2013-01-18 13:15:00,638.1,645.95,636.0,643.85,1289,2013-01-18 15:14:00,2013-01-18 13:15:00,0.091274963750029,,,
55,2013-01-18 15:15:00,640.05,640.15,632.1,639.85,892,2013-01-18 15:29:00,2013-01-18 15:15:00,-0.06232005836187888,,,
56,2013-01-21 09:15:00,642.0,650.0,637.0,648.75,1703,2013-01-21 11:14:00,2013-01-21 09:15:00,0.13813660596493438,,,
57,2013-01-21 11:15:00,645.05,646.1,642.15,646.1,430,2013-01-21 13:14:00,2013-01-21 11:15:00,-0.04093143915978595,,,
58,2013-01-21 13:15:00,645.95,645.95,638.0,644.8,1089,2013-01-21 15:14:00,2013-01-21 13:15:00,-0.020140993717013674,,,
59,2013-01-21 15:15:00,642.0,642.0,632.55,639.95,827,2013-01-21 15:29:00,2013-01-21 15:15:00,-0.07550142890617642,,,
60,2013-01-22 09:15:00,630.25,652.35,630.25,647.5,2025,2013-01-22 11:14:00,2013-01-22 09:15:00,0.11728745271891923,,,
61,2013-01-22 11:15:00,649.95,656.4,647.0,652.0,1577,2013-01-22 13:14:00,2013-01-22 11:15:00,0.06925768352960036,,,
62,2013-01-22 13:15:00,652.0,656.0,652.0,656.0,728,2013-01-22 15:14:00,2013-01-22 13:15:00,0.06116227017436054,,,
63,2013-01-22 15:15:00,655.5,655.5,653.2,655.0,245,2013-01-22 15:29:00,2013-01-22 15:15:00,-0.015255533088370686,,,
64,2013-01-23 09:15:00,640.2,656.8,640.2,650.0,200,2013-01-23 11:14:00,2013-01-23 09:15:00,-0.07662872745569137,,,
65,2013-01-23 11:15:00,650.0,654.0,648.0,651.9,2401,2013-01-23 13:14:00,2013-01-23 11:15:00,0.029188130408107343,,,
66,2013-01-23 13:15:00,650.0,651.5,625.0,634.5,4893,2013-01-23 15:14:00,2013-01-23 13:15:00,-0.2705388877605123,,,
67,2013-01-23 15:15:00,634.0,634.0,628.2,629.0,601,2013-01-23 15:29:00,2013-01-23 15:15:00,-0.0870603045400184,,,
68,2013-01-24 09:15:00,649.95,649.95,613.4,620.0,2977,2013-01-24 11:14:00,2013-01-24 09:15:00,-0.14411778661303315,,,
69,2013-01-24 11:15:00,620.0,630.0,615.6,615.6,2775,2013-01-24 13:14:00,2013-01-24 11:15:00,-0.07122076074413064,,,
70,2013-01-24 13:15:00,615.15,619.85,589.8,591.1,10542,2013-01-24 15:14:00,2013-01-24 13:15:00,-0.40612194134400337,,,
71,2013-01-24 15:15:00,593.0,620.0,593.0,610.0,8769,2013-01-24 15:29:00,2013-01-24 15:15:00,0.3147374933703301,,,
72,2013-01-25 09:15:00,622.8,622.8,606.05,610.45,371,2013-01-25 11:14:00,2013-01-25 09:15:00,0.007374329475075538,,,
73,2013-01-25 11:15:00,610.3,618.85,608.05,613.95,1222,2013-01-25 13:14:00,2013-01-25 11:15:00,0.057171014916572754,,,
74,2013-01-25 13:15:00,613.0,626.4,611.05,621.0,1455,2013-01-25 15:14:00,2013-01-25 13:15:00,0.11417590326957092,,,
75,2013-01-25 15:15:00,624.0,628.4,621.0,626.4,265,2013-01-25 15:29:00,2013-01-25 15:15:00,0.08658062743114531,,,
76,2013-01-28 09:15:00,639.75,639.75,620.1,638.4,1293,2013-01-28 11:14:00,2013-01-28 09:15:00,0.18975901459005604,,,
