,dt,o,h,l,c,v,e_dt,key,calculate_change_1,calculate_stdv_1_252,calculate_annualized_volatility_1,calculate_avg_volatility_1_10
0,2013-01-01 09:15:00,189.75,194.25,189.75,193.9,962234,2013-01-01 15:29:00,2013-01-01 09:15:00,,,,
1,2013-01-02 09:15:00,195.4,202.8,193.85,202.65,3191793,2013-01-02 15:29:00,2013-01-02 09:15:00,0.4413779082571141,,,
2,2013-01-03 09:15:00,203.05,204.75,201.15,201.95,2204897,2013-01-03 15:29:00,2013-01-03 09:15:00,-0.03460211064895731,,,
3,2013-01-04 09:15:00,200.95,203.25,198.1,201.3,2164091,2013-01-04 15:29:00,2013-01-04 09:15:00,-0.03223809363675998,,,
4,2013-01-07 09:15:00,201.6,204.9,200.0,201.5,1487844,2013-01-07 15:29:00,2013-01-07 09:15:00,0.009930487409918531,,,
5,2013-01-08 09:15:00,201.25,202.5,197.8,200.5,1164133,2013-01-08 15:29:00,2013-01-08 09:15:00,-0.04975134640113843,,,
6,2013-01-09 09:15:00,201.8,202.7,194.35,196.9,1270269,2013-01-09 15:29:00,2013-01-09 09:15:00,-0.1811826110154399,,,
7,2013-01-10 09:15:00,197.1,198.15,187.8,190.45,1956729,2013-01-10 15:29:00,2013-01-10 09:15:00,-0.3330629272046688,,,
8,2013-01-11 09:15:00,190.5,192.3,183.15,183.75,1375880,2013-01-11 15:29:00,2013-01-11 09:15:00,-0.3581355483166694,,,
9,2013-01-14 09:15:00,184.95,193.8,184.5,192.8,1938226,2013-01-14 15:29:00,2013-01-14 09:15:00,0.48077244083499254,,,
10,2013-01-15 09:15:00,192.3,196.5,190.3,193.0,1474716,2013-01-15 15:29:00,2013-01-15 09:15:00,0.010368067284403084,,,
11,2013-01-16 09:15:00,192.2,194.85,186.7,188.4,1985752,2013-01-16 15:29:00,2013-01-16 09:15:00,-0.24122826762622865,,,
12,2013-01-17 09:15:00,188.4,189.9,185.5,188.8,1313211,2013-01-17 15:29:00,2013-01-17 09:15:00,0.021208915691376295,,,
13,2013-01-18 09:15:00,189.0,194.45,187.3,193.0,1973470,2013-01-18 15:29:00,2013-01-18 09:15:00,0.22001935193485234,,,
14,2013-01-21 09:15:00,192.95,196.9,192.4,196.0,2130543,2013-01-21 15:29:00,2013-01-21 09:15:00,0.1542447032563173,,,
15,2013-01-22 09:15:00,197.0,198.25,187.25,189.35,1744556,2013-01-22 15:29:00,2013-01-22 09:15:00,-0.34517504882713385,,,
16,2013-01-23 09:15:00,191.0,192.15,186.2,188.0,1153164,2013-01-23 15:29:00,2013-01-23 09:15:00,-0.07155191517854544,,,
17,2013-01-24 09:15:00,189.1,189.1,182.2,183.65,1674930,2013-01-24 15:29:00,2013-01-24 09:15:00,-0.23410190564272804,,,
18,2013-01-25 09:15:00,183.7,188.7,178.7,187.6,2386057,2013-01-25 15:29:00,2013-01-25 09:15:00,0.21280264306447874,,,
19,2013-01-28 09:15:00,187.5,192.3,186.25,190.1,973008,2013-01-28 15:29:00,2013-01-28 09:15:00,0.132382129222591,,,
20,2013-01-29 09:15:00,190.0,191.75,182.5,182.8,1361832,2013-01-29 15:29:00,2013-01-29 09:15:00,-0.39157590474333803,,,
21,2013-01-30 09:15:00,183.75,187.95,181.0,187.45,1479317,2013-01-30 15:29:00,2013-01-30 09:15:00,0.25119484161871347,,,
22,2013-01-31 09:15:00,187.0,188.5,183.55,187.65,1987380,2013-01-31 15:29:00,2013-01-31 09:15:00,0.010663823991088003,,,
23,2013-02-01 09:15:00,189.9,192.9,186.35,192.0,1577596,2013-02-01 15:29:00,2013-02-01 09:15:00,0.22916846446751712,,,
24,2013-02-04 09:15:00,192.8,195.2,186.1,189.4,2133102,2013-02-04 15:29:00,2013-02-04 09:15:00,-0.13634191275803687,,,
25,2013-02-05 09:15:00,188.0,193.7,186.1,191.8,2255347,2013-02-05 15:29:00,2013-02-05 09:15:00,0.12591981697359966,,,
26,2013-02-06 09:15:00,193.0,194.85,191.0,193.2,1971142,2013-02-06 15:29:00,2013-02-06 09:15:00,0.07272759329079657,,,
27,2013-02-07 09:15:00,194.0,195.9,184.7,186.75,4685728,2013-02-07 15:29:00,2013-02-07 09:15:00,-0.3395509776549084,,,
28,2013-02-08 09:15:00,188.65,191.25,181.0,184.2,2782187,2013-02-08 15:29:00,2013-02-08 09:15:00,-0.1374870019172023,,,
29,2013-02-11 09:15:00,183.65,186.2,181.1,182.9,1030374,2013-02-11 15:29:00,2013-02-11 09:15:00,-0.07082568424386348,,,
30,2013-02-12 09:15:00,182.9,183.4,176.0,181.3,2034720,2013-02-12 15:29:00,2013-02-12 09:15:00,-0.08786437636014571,,,
31,2013-02-13 09:15:00,181.1,185.8,180.15,180.85,1440354,2013-02-13 15:29:00,2013-02-13 09:15:00,-0.024851593626985552,,,
32,2013-02-14 09:15:00,181.45,185.35,174.35,181.85,2083331,2013-02-14 15:29:00,2013-02-14 09:15:00,0.05514213034890991,,,
33,2013-02-15 09:15:00,183.2,186.1,177.1,184.0,2473531,2013-02-15 15:29:00,2013-02-15 09:15:00,0.11753586175987524,,,
34,2013-02-18 09:15:00,184.45,184.7,180.2,181.7,916113,2013-02-18 15:29:00,2013-02-18 09:15:00,-0.12578782206860184,,,
35,2013-02-19 09:15:00,180.65,187.5,180.65,187.2,1588875,2013-02-19 15:29:00,2013-02-19 09:15:00,0.2982058864136612,,,
36,2013-02-20 09:15:00,187.5,188.9,185.25,187.05,1586977,2013-02-20 15:29:00,2013-02-20 09:15:00,-0.008016032493364099,,,
37,2013-02-21 09:15:00,183.0,185.0,175.5,178.8,4615665,2013-02-21 15:29:00,2013-02-21 09:15:00,-0.45108098054741397,,,
38,2013-02-22 09:15:00,179.4,183.85,178.5,181.05,2062713,2013-02-22 15:29:00,2013-02-22 09:15:00,0.1250537347223651,,,
