,dt,o,h,l,c,v,e_dt,key,calculate_change_1,calculate_stdv_1_1,calculate_annualized_volatility_1,calculate_avg_volatility_1_5,calculate_change_2,calculate_stdv_2_1,calculate_annualized_volatility_2,calculate_avg_volatility_2_10,calculate_change_3,calculate_stdv_3_1,calculate_annualized_volatility_3,calculate_avg_volatility_3_15,calculate_change_4,calculate_stdv_4_1,calculate_annualized_volatility_4,calculate_avg_volatility_4_20,calculate_change_5,calculate_stdv_5_1,calculate_annualized_volatility_5,calculate_avg_volatility_5_30,calculate_change_6,calculate_stdv_6_5,calculate_annualized_volatility_6,calculate_avg_volatility_6_5,calculate_change_7,calculate_stdv_7_5,calculate_annualized_volatility_7,calculate_avg_volatility_7_10,calculate_change_8,calculate_stdv_8_5,calculate_annualized_volatility_8,calculate_avg_volatility_8_15,calculate_change_9,calculate_stdv_9_5,calculate_annualized_volatility_9,calculate_avg_volatility_9_20,calculate_change_10,calculate_stdv_10_5,calculate_annualized_volatility_10,calculate_avg_volatility_10_30,calculate_change_11,calculate_stdv_11_22,calculate_annualized_volatility_11,calculate_avg_volatility_11_5,calculate_change_12,calculate_stdv_12_22,calculate_annualized_volatility_12,calculate_avg_volatility_12_10,calculate_change_13,calculate_stdv_13_66,calculate_annualized_volatility_13,calculate_avg_volatility_13_10,calculate_change_14,calculate_stdv_14_132,calculate_annualized_volatility_14,calculate_avg_volatility_14_10,calculate_change_15,calculate_stdv_15_252,calculate_annualized_volatility_15,calculate_avg_volatility_15_10
0,2018-03-27 09:15:00,487.35,498.5,455.0,470.0,70570526,2018-03-27 15:29:00,2018-03-27 09:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2018-03-28 09:15:00,463.85,478.9,463.0,470.0,12039169,2018-03-28 15:29:00,2018-03-28 09:15:00,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
2,2018-04-02 09:15:00,474.9,485.0,472.0,477.15,5233704,2018-04-02 15:29:00,2018-04-02 09:15:00,0.15098212159158533,0.0,0.0,,0.15098212159158533,0.0,0.0,,0.15098212159158533,0.0,0.0,,0.15098212159158533,0.0,0.0,,0.15098212159158533,0.0,0.0,,0.15098212159158533,,,,0.15098212159158533,,,,0.15098212159158533,,,,0.15098212159158533,,,,0.15098212159158533,,,,0.15098212159158533,,,,0.15098212159158533,,,,0.15098212159158533,,,,0.15098212159158533,,,,0.15098212159158533,,,
3,2018-04-03 09:15:00,474.0,485.9,469.15,484.0,2789802,2018-04-03 15:29:00,2018-04-03 09:15:00,0.14253999853368865,0.0,0.0,,0.14253999853368865,0.0,0.0,,0.14253999853368865,0.0,0.0,,0.14253999853368865,0.0,0.0,,0.14253999853368865,0.0,0.0,,0.14253999853368865,,,,0.14253999853368865,,,,0.14253999853368865,,,,0.14253999853368865,,,,0.14253999853368865,,,,0.14253999853368865,,,,0.14253999853368865,,,,0.14253999853368865,,,,0.14253999853368865,,,,0.14253999853368865,,,
4,2018-04-04 09:15:00,484.6,488.8,478.0,485.65,2457155,2018-04-04 15:29:00,2018-04-04 09:15:00,0.03403293131707865,0.0,0.0,,0.03403293131707865,0.0,0.0,,0.03403293131707865,0.0,0.0,,0.03403293131707865,0.0,0.0,,0.03403293131707865,0.0,0.0,,0.03403293131707865,,,,0.03403293131707865,,,,0.03403293131707865,,,,0.03403293131707865,,,,0.03403293131707865,,,,0.03403293131707865,,,,0.03403293131707865,,,,0.03403293131707865,,,,0.03403293131707865,,,,0.03403293131707865,,,
5,2018-04-05 09:15:00,490.0,514.9,487.3,514.4,8161987,2018-04-05 15:29:00,2018-04-05 09:15:00,0.5751297307507008,0.0,0.0,0.0,0.5751297307507008,0.0,0.0,,0.5751297307507008,0.0,0.0,,0.5751297307507008,0.0,0.0,,0.5751297307507008,0.0,0.0,,0.5751297307507008,0.20595035160402264,3.269360476623338,,0.5751297307507008,0.20595035160402264,3.269360476623338,,0.5751297307507008,0.20595035160402264,3.269360476623338,,0.5751297307507008,0.20595035160402264,3.269360476623338,,0.5751297307507008,0.20595035160402264,3.269360476623338,,0.5751297307507008,,,,0.5751297307507008,,,,0.5751297307507008,,,,0.5751297307507008,,,,0.5751297307507008,,,
6,2018-04-06 09:15:00,512.5,517.7,505.2,505.8,1841638,2018-04-06 15:29:00,2018-04-06 09:15:00,-0.16859838687544748,0.0,0.0,0.0,-0.16859838687544748,0.0,0.0,,-0.16859838687544748,0.0,0.0,,-0.16859838687544748,0.0,0.0,,-0.16859838687544748,0.0,0.0,,-0.16859838687544748,0.24318492910894404,3.8604410701268295,,-0.16859838687544748,0.24318492910894404,3.8604410701268295,,-0.16859838687544748,0.24318492910894404,3.8604410701268295,,-0.16859838687544748,0.24318492910894404,3.8604410701268295,,-0.16859838687544748,0.24318492910894404,3.8604410701268295,,-0.16859838687544748,,,,-0.16859838687544748,,,,-0.16859838687544748,,,,-0.16859838687544748,,,,-0.16859838687544748,,,
7,2018-04-09 09:15:00,508.8,519.9,496.05,514.4,2652990,2018-04-09 15:29:00,2018-04-09 09:15:00,0.16859838687544842,0.0,0.0,0.0,0.16859838687544842,0.0,0.0,,0.16859838687544842,0.0,0.0,,0.16859838687544842,0.0,0.0,,0.16859838687544842,0.0,0.0,,0.16859838687544842,0.24334730444873706,3.863018698735681,,0.16859838687544842,0.24334730444873706,3.863018698735681,,0.16859838687544842,0.24334730444873706,3.863018698735681,,0.16859838687544842,0.24334730444873706,3.863018698735681,,0.16859838687544842,0.24334730444873706,3.863018698735681,,0.16859838687544842,,,,0.16859838687544842,,,,0.16859838687544842,,,,0.16859838687544842,,,,0.16859838687544842,,,
8,2018-04-10 09:15:00,515.0,520.8,510.2,518.0,1722690,2018-04-10 15:29:00,2018-04-10 09:15:00,0.06974069336073403,0.0,0.0,0.0,0.06974069336073403,0.0,0.0,,0.06974069336073403,0.0,0.0,,0.06974069336073403,0.0,0.0,,0.06974069336073403,0.0,0.0,,0.06974069336073403,0.2455463666314083,3.8979277286531713,,0.06974069336073403,0.2455463666314083,3.8979277286531713,,0.06974069336073403,0.2455463666314083,3.8979277286531713,,0.06974069336073403,0.2455463666314083,3.8979277286531713,,0.06974069336073403,0.2455463666314083,3.8979277286531713,,0.06974069336073403,,,,0.06974069336073403,,,,0.06974069336073403,,,,0.06974069336073403,,,,0.06974069336073403,,,
9,2018-04-11 09:15:00,519.9,535.0,513.0,534.0,3549334,2018-04-11 15:29:00,2018-04-11 09:15:00,0.3042059670071172,0.0,0.0,0.0,0.3042059670071172,0.0,0.0,,0.3042059670071172,0.0,0.0,,0.3042059670071172,0.0,0.0,,0.3042059670071172,0.0,0.0,,0.3042059670071172,0.24693354358807879,3.9199484801639084,3.7621392908605857,0.3042059670071172,0.24693354358807879,3.9199484801639084,,0.3042059670071172,0.24693354358807879,3.9199484801639084,,0.3042059670071172,0.24693354358807879,3.9199484801639084,,0.3042059670071172,0.24693354358807879,3.9199484801639084,,0.3042059670071172,,,,0.3042059670071172,,,,0.3042059670071172,,,,0.3042059670071172,,,,0.3042059670071172,,,
