,dt,o,h,l,c,v,e_dt,key,calculate_change_1,calculate_stdv_1_5,calculate_annualized_volatility_1,calculate_avg_volatility_1_5,calculate_change_2,calculate_stdv_2_5,calculate_annualized_volatility_2,calculate_avg_volatility_2_20,calculate_change_3,calculate_stdv_3_20,calculate_annualized_volatility_3,calculate_avg_volatility_3_15,calculate_change_4,calculate_stdv_4_88,calculate_annualized_volatility_4,calculate_avg_volatility_4_10,calculate_change_5,calculate_stdv_5_528,calculate_annualized_volatility_5,calculate_avg_volatility_5_10
0,2018-03-27 09:15:00,487.35,488.25,455.0,479.35,36148196,2018-03-27 11:14:00,2018-03-27 09:15:00,,,,,,,,,,,,,,,,,,,,
1,2018-03-27 11:15:00,479.4,484.9,468.35,483.65,11226125,2018-03-27 13:14:00,2018-03-27 11:15:00,0.08930485105550215,,,,0.08930485105550215,,,,0.08930485105550215,,,,0.08930485105550215,,,,0.08930485105550215,,,
2,2018-03-27 13:15:00,483.65,498.5,475.0,476.25,18840480,2018-03-27 15:14:00,2018-03-27 13:15:00,-0.1541857818764522,,,,-0.1541857818764522,,,,-0.1541857818764522,,,,-0.1541857818764522,,,,-0.1541857818764522,,,
3,2018-03-27 15:15:00,476.1,476.2,467.6,470.0,4355725,2018-03-27 15:29:00,2018-03-27 15:15:00,-0.13210231736806463,,,,-0.13210231736806463,,,,-0.13210231736806463,,,,-0.13210231736806463,,,,-0.13210231736806463,,,
4,2018-03-28 09:15:00,463.85,478.9,463.0,464.6,5116049,2018-03-28 11:14:00,2018-03-28 09:15:00,-0.1155587436779551,,,,-0.1155587436779551,,,,-0.1155587436779551,,,,-0.1155587436779551,,,,-0.1155587436779551,,,
5,2018-03-28 11:15:00,464.6,474.3,463.3,469.5,2300465,2018-03-28 13:14:00,2018-03-28 11:15:00,0.10491478312008792,0.11396381654197911,3.6182390043583887,,0.10491478312008792,0.11396381654197911,3.6182390043583887,,0.10491478312008792,,,,0.10491478312008792,,,,0.10491478312008792,,,
6,2018-03-28 13:15:00,469.7,474.4,467.05,467.85,3842226,2018-03-28 15:14:00,2018-03-28 13:15:00,-0.035205669263955415,0.0946166554882196,3.0039856836780445,,-0.035205669263955415,0.0946166554882196,3.0039856836780445,,-0.035205669263955415,,,,-0.035205669263955415,,,,-0.035205669263955415,,,
7,2018-03-28 15:15:00,467.6,471.0,467.4,470.0,780429,2018-03-28 15:29:00,2018-03-28 15:15:00,0.04584962982182223,0.09128349299177133,2.8981610551384125,,0.04584962982182223,0.09128349299177133,2.8981610551384125,,0.04584962982182223,,,,0.04584962982182223,,,,0.04584962982182223,,,
8,2018-04-02 09:15:00,474.9,485.0,472.0,478.0,2181632,2018-04-02 11:14:00,2018-04-02 09:15:00,0.1687803778735173,0.10049081094785273,3.1904843377827032,,0.1687803778735173,0.10049081094785273,3.1904843377827032,,0.1687803778735173,,,,0.1687803778735173,,,,0.1687803778735173,,,
9,2018-04-02 11:15:00,477.8,480.0,477.5,477.9,679152,2018-04-02 13:14:00,2018-04-02 11:15:00,-0.002092269073435308,0.073358402134326,2.329057063493958,3.0079854288903016,-0.002092269073435308,0.073358402134326,2.329057063493958,,-0.002092269073435308,,,,-0.002092269073435308,,,,-0.002092269073435308,,,
10,2018-04-02 13:15:00,477.9,483.95,474.5,475.0,1963221,2018-04-02 15:14:00,2018-04-02 13:15:00,-0.06086701549471312,0.08102443220298979,2.572445972751891,2.7988268225690023,-0.06086701549471312,0.08102443220298979,2.572445972751891,,-0.06086701549471312,,,,-0.06086701549471312,,,,-0.06086701549471312,,,
11,2018-04-02 15:15:00,475.0,477.8,474.4,477.15,409699,2018-04-02 15:29:00,2018-04-02 15:15:00,0.04516102828621625,0.07561632955653064,2.4007440367449973,2.678178493182392,0.04516102828621625,0.07561632955653064,2.4007440367449973,,0.04516102828621625,,,,0.04516102828621625,,,,0.04516102828621625,,,
12,2018-04-03 09:15:00,474.0,479.95,469.15,478.0,1023116,2018-04-03 11:14:00,2018-04-03 09:15:00,0.01779825628193128,0.07596699326912565,2.4118772644730897,2.5809217350493276,0.01779825628193128,0.07596699326912565,2.4118772644730897,,0.01779825628193128,,,,0.01779825628193128,,,,0.01779825628193128,,,
13,2018-04-03 11:15:00,478.35,479.0,476.4,477.5,247883,2018-04-03 13:14:00,2018-04-03 11:15:00,-0.01046572570671027,0.03508017303067216,1.1137609654592828,2.165577060584644,-0.01046572570671027,0.03508017303067216,1.1137609654592828,,-0.01046572570671027,,,,-0.01046572570671027,,,,-0.01046572570671027,,,
14,2018-04-03 13:15:00,477.5,485.9,476.1,484.95,1232462,2018-04-03 15:14:00,2018-04-03 13:15:00,0.1548163291876684,0.07190217547626157,2.2828233004165837,2.156330307969169,0.1548163291876684,0.07190217547626157,2.2828233004165837,,0.1548163291876684,,,,0.1548163291876684,,,,0.1548163291876684,,,
15,2018-04-03 15:15:00,484.9,485.5,482.0,484.0,286341,2018-04-03 15:29:00,2018-04-03 15:15:00,-0.019608861229200004,0.06288417280224803,1.99651059164112,2.0411432317470144,-0.019608861229200004,0.06288417280224803,1.99651059164112,,-0.019608861229200004,,,,-0.019608861229200004,,,,-0.019608861229200004,,,
16,2018-04-04 09:15:00,484.6,487.45,478.0,482.35,737264,2018-04-04 11:14:00,2018-04-04 09:15:00,-0.03414915100069124,0.06869550481855359,2.181014663255185,1.9971973570490522,-0.03414915100069124,0.06869550481855359,2.181014663255185,,-0.03414915100069124,,,,-0.03414915100069124,,,,-0.03414915100069124,,,
17,2018-04-04 11:15:00,482.35,488.7,479.35,483.8,637812,2018-04-04 13:14:00,2018-04-04 11:15:00,0.030016065593641908,0.06873132287833764,2.182151851398786,1.9512522744341916,0.030016065593641908,0.06873132287833764,2.182151851398786,,0.030016065593641908,,,,0.030016065593641908,,,,0.030016065593641908,,,
18,2018-04-04 13:15:00,483.8,488.8,480.0,485.6,894485,2018-04-04 15:14:00,2018-04-04 13:15:00,0.0371364156936166,0.06654302483500883,2.1126755423931387,2.1510351898209623,0.0371364156936166,0.06654302483500883,2.1126755423931387,,0.0371364156936166,,,,0.0371364156936166,,,,0.0371364156936166,,,
19,2018-04-04 15:15:00,485.55,486.8,484.35,485.65,187594,2018-04-04 15:29:00,2018-04-04 15:15:00,0.0010296010305087561,0.027532521990427824,0.8741304738370691,1.86929662450506,0.0010296010305087561,0.027532521990427824,0.8741304738370691,,0.0010296010305087561,,,,0.0010296010305087561,,,,0.0010296010305087561,,,
20,2018-04-05 09:15:00,490.0,511.65,487.3,507.75,4976126,2018-04-05 11:14:00,2018-04-05 09:15:00,0.4450100061215455,0.17639998895860184,5.600526024708002,2.590099711118436,0.4450100061215455,0.17639998895860184,5.600526024708002,,0.4450100061215455,0.1266556555329393,4.021192400160232,,0.4450100061215455,,,,0.4450100061215455,,,
21,2018-04-05 11:15:00,507.9,508.9,505.1,507.2,608305,2018-04-05 13:14:00,2018-04-05 11:15:00,-0.010837973374778922,0.1731823163451102,5.498368086279336,3.2535703957232665,-0.010837973374778922,0.1731823163451102,5.498368086279336,,-0.010837973374778922,0.1261423434771814,4.004895247626151,,-0.010837973374778922,,,,-0.010837973374778922,,,
22,2018-04-05 13:15:00,507.1,509.8,498.5,508.65,1586032,2018-04-05 15:14:00,2018-04-05 13:15:00,0.028547541167410977,0.1733027569249319,5.50219195614296,3.917578416672101,0.028547541167410977,0.1733027569249319,5.50219195614296,,0.028547541167410977,0.11935704738352713,3.7894687751971845,,0.028547541167410977,,,,0.028547541167410977,,,
23,2018-04-05 15:15:00,508.65,514.9,508.65,514.4,991524,2018-04-05 15:29:00,2018-04-05 15:15:00,0.11241015683652267,0.17041802583086987,5.410604583252759,4.577164224844025,0.11241015683652267,0.17041802583086987,5.410604583252759,,0.11241015683652267,0.11424199421803412,3.627070871771966,,0.11241015683652267,,,,0.11241015683652267,,,
24,2018-04-06 09:15:00,512.5,517.7,507.65,508.4,924418,2018-04-06 11:14:00,2018-04-06 09:15:00,-0.1173263360811068,0.1915468883516008,6.081425171839087,5.618623164444429,-0.1173263360811068,0.1915468883516008,6.081425171839087,3.1630588814522396,-0.1173263360811068,0.11436689040392232,3.631036202742694,,-0.1173263360811068,,,,-0.1173263360811068,,,
25,2018-04-06 11:15:00,508.4,512.2,507.65,509.75,323495,2018-04-06 13:14:00,2018-04-06 11:15:00,0.026518701392655997,0.07446890587655701,2.364314464277356,4.971380852358299,0.026518701392655997,0.07446890587655701,2.364314464277356,3.100362654448188,0.026518701392655997,0.11358859597296826,3.6063261206096024,,0.026518701392655997,,,,0.026518701392655997,,,
26,2018-04-06 13:15:00,509.75,511.7,508.1,508.9,363365,2018-04-06 15:14:00,2018-04-06 13:15:00,-0.016688758597776295,0.07479879545733197,2.3747881337674586,4.346664861855924,-0.016688758597776295,0.07479879545733197,2.3747881337674586,3.068902776952659,-0.016688758597776295,0.11303677707509209,3.5888064137392894,,-0.016688758597776295,,,,-0.016688758597776295,,,
27,2018-04-06 15:15:00,508.75,509.25,505.2,505.8,230360,2018-04-06 15:29:00,2018-04-06 15:15:00,-0.06110199358922098,0.07808367161822234,2.4790797186797846,3.742042414363289,-0.06110199358922098,0.07808367161822234,2.4790797186797846,3.0479487101297273,-0.06110199358922098,0.11523901903307124,3.6587254283105466,,-0.06110199358922098,,,,-0.06110199358922098,,,
