,dt,o,h,l,c,v,e_dt,key,calculate_change_1,calculate_stdv_1_5,calculate_annualized_volatility_1,calculate_avg_volatility_1_5,calculate_change_2,calculate_stdv_2_5,calculate_annualized_volatility_2,calculate_avg_volatility_2_30,calculate_change_3,calculate_stdv_3_44,calculate_annualized_volatility_3,calculate_avg_volatility_3_5,calculate_change_4,calculate_stdv_4_132,calculate_annualized_volatility_4,calculate_avg_volatility_4_10
0,2018-03-27 09:15:00,487.35,488.25,455.0,483.65,47374321,2018-03-27 13:14:00,2018-03-27 09:15:00,,,,,,,,,,,,,,,,
1,2018-03-27 13:15:00,483.65,498.5,467.6,470.0,23196205,2018-03-27 15:29:00,2018-03-27 13:15:00,-0.28628809924451654,,,,-0.28628809924451654,,,,-0.28628809924451654,,,,-0.28628809924451654,,,
2,2018-03-28 09:15:00,463.85,478.9,463.0,469.5,7416514,2018-03-28 13:14:00,2018-03-28 09:15:00,-0.010643960557867014,,,,-0.010643960557867014,,,,-0.010643960557867014,,,,-0.010643960557867014,,,
3,2018-03-28 13:15:00,469.7,474.4,467.05,470.0,4622655,2018-03-28 15:29:00,2018-03-28 13:15:00,0.010643960557867229,,,,0.010643960557867229,,,,0.010643960557867229,,,,0.010643960557867229,,,
4,2018-04-02 09:15:00,474.9,485.0,472.0,477.9,2860784,2018-04-02 13:14:00,2018-04-02 09:15:00,0.16668810880008195,,,,0.16668810880008195,,,,0.16668810880008195,,,,0.16668810880008195,,,
5,2018-04-02 13:15:00,477.9,483.95,474.4,477.15,2372920,2018-04-02 15:29:00,2018-04-02 13:15:00,-0.015705987208497415,0.14598460582785522,3.27734627250646,,-0.015705987208497415,0.14598460582785522,3.27734627250646,,-0.015705987208497415,,,,-0.015705987208497415,,,
6,2018-04-03 09:15:00,474.0,479.95,469.15,477.5,1270999,2018-04-03 13:14:00,2018-04-03 09:15:00,0.0073325305752221836,0.0682630963680281,1.5325027126169626,,0.0073325305752221836,0.0682630963680281,1.5325027126169626,,0.0073325305752221836,,,,0.0073325305752221836,,,
7,2018-04-03 13:15:00,477.5,485.9,476.1,484.0,1518803,2018-04-03 15:29:00,2018-04-03 13:15:00,0.13520746795846683,0.07480150000454094,1.6792895102025698,,0.13520746795846683,0.07480150000454094,1.6792895102025698,,0.13520746795846683,,,,0.13520746795846683,,,
8,2018-04-04 09:15:00,484.6,488.7,478.0,483.8,1375076,2018-04-04 13:14:00,2018-04-04 09:15:00,-0.004133085407048146,0.07698611401788058,1.7283339731641425,,-0.004133085407048146,0.07698611401788058,1.7283339731641425,,-0.004133085407048146,,,,-0.004133085407048146,,,
9,2018-04-04 13:15:00,483.8,488.8,480.0,485.65,1082079,2018-04-04 15:29:00,2018-04-04 13:15:00,0.0381660167241262,0.0545519862353771,1.2246890535647348,1.8884323044109739,0.0381660167241262,0.0545519862353771,1.2246890535647348,,0.0381660167241262,,,,0.0381660167241262,,,
10,2018-04-05 09:15:00,490.0,511.65,487.3,507.2,5584431,2018-04-05 13:14:00,2018-04-05 09:15:00,0.4341720327467652,0.16353105196001802,3.671263011198688,1.9672156521494195,0.4341720327467652,0.16353105196001802,3.671263011198688,,0.4341720327467652,,,,0.4341720327467652,,,
11,2018-04-05 13:15:00,507.1,514.9,498.5,514.4,2577556,2018-04-05 15:29:00,2018-04-05 13:15:00,0.14095769800393376,0.1531743027862552,3.438754568904841,2.3484660234069947,0.14095769800393376,0.1531743027862552,3.438754568904841,,0.14095769800393376,,,,0.14095769800393376,,,
12,2018-04-06 09:15:00,512.5,517.7,507.65,509.75,1247913,2018-04-06 13:14:00,2018-04-06 09:15:00,-0.09080763468845032,0.1813040504287872,4.070265837233441,2.8266612888131695,-0.09080763468845032,0.1813040504287872,4.070265837233441,,-0.09080763468845032,,,,-0.09080763468845032,,,
13,2018-04-06 13:15:00,509.75,511.7,505.2,505.8,593725,2018-04-06 15:29:00,2018-04-06 13:15:00,-0.07779075218699746,0.19213399002640422,4.3133973781958765,3.343673969819516,-0.07779075218699746,0.19213399002640422,4.3133973781958765,,-0.07779075218699746,,,,-0.07779075218699746,,,
14,2018-04-09 09:15:00,508.8,511.65,496.05,504.7,818886,2018-04-09 13:14:00,2018-04-09 09:15:00,-0.02177140889648162,0.19674237317970963,4.416855323395776,3.9821072237857242,-0.02177140889648162,0.19674237317970963,4.416855323395776,,-0.02177140889648162,,,,-0.02177140889648162,,,
15,2018-04-09 13:15:00,504.7,519.9,504.45,514.4,1834104,2018-04-09 15:29:00,2018-04-09 13:15:00,0.19036979577192834,0.11567829453477256,2.5969712714126607,3.767248875828519,0.19036979577192834,0.11567829453477256,2.5969712714126607,,0.19036979577192834,,,,0.19036979577192834,,,
16,2018-04-10 09:15:00,515.0,518.9,510.2,512.15,728843,2018-04-10 13:14:00,2018-04-10 09:15:00,-0.04383622040866036,0.10251767887236489,2.3015161825662176,3.5398011985607942,-0.04383622040866036,0.10251767887236489,2.3015161825662176,,-0.04383622040866036,,,,-0.04383622040866036,,,
17,2018-04-10 13:15:00,512.15,520.8,512.0,518.0,993847,2018-04-10 15:29:00,2018-04-10 13:15:00,0.11357691376939581,0.10240335047899751,2.2989495165008513,3.1855379344142767,0.11357691376939581,0.10240335047899751,2.2989495165008513,,0.11357691376939581,,,,0.11357691376939581,,,
18,2018-04-11 09:15:00,519.9,525.45,513.0,524.65,1511564,2018-04-11 13:14:00,2018-04-11 09:15:00,0.12756131344436883,0.09058835688676216,2.033703568206406,2.729599172416382,0.12756131344436883,0.09058835688676216,2.033703568206406,,0.12756131344436883,,,,0.12756131344436883,,,
19,2018-04-11 13:15:00,524.7,535.0,524.4,534.0,2037770,2018-04-11 15:29:00,2018-04-11 13:15:00,0.17664465356274894,0.08348245143653457,1.8741763865010386,2.221063385037435,0.17664465356274894,0.08348245143653457,1.8741763865010386,,0.17664465356274894,,,,0.17664465356274894,,,
20,2018-04-12 09:15:00,530.0,540.8,526.1,535.6,1362580,2018-04-12 13:14:00,2018-04-12 09:15:00,0.02991774856822654,0.07819249503550488,1.7554171598392894,2.0527525627227607,0.02991774856822654,0.07819249503550488,1.7554171598392894,,0.02991774856822654,,,,0.02991774856822654,,,
21,2018-04-12 13:15:00,536.0,538.7,530.15,531.0,521192,2018-04-12 15:29:00,2018-04-12 13:15:00,-0.08625592575078692,0.09228395236077568,2.0717695921883448,2.006803244647186,-0.08625592575078692,0.09228395236077568,2.0717695921883448,,-0.08625592575078692,,,,-0.08625592575078692,,,
22,2018-04-13 09:15:00,533.0,536.95,527.55,528.3,499785,2018-04-13 13:14:00,2018-04-13 09:15:00,-0.05097717071668718,0.10065373066331434,2.2596706490564693,1.9989474711583095,-0.05097717071668718,0.10065373066331434,2.2596706490564693,,-0.05097717071668718,,,,-0.05097717071668718,,,
23,2018-04-13 13:15:00,528.35,532.0,526.4,528.5,549905,2018-04-13 15:29:00,2018-04-13 13:15:00,0.003785011400222517,0.09064474349068409,2.034969444324884,1.9992006463820051,0.003785011400222517,0.09064474349068409,2.034969444324884,,0.003785011400222517,,,,0.003785011400222517,,,
24,2018-04-16 09:15:00,523.9,532.35,521.6,522.3,417842,2018-04-16 13:14:00,2018-04-16 09:15:00,-0.11800669868039364,0.05487805389100958,1.2320092542784467,1.8707672199374865,-0.11800669868039364,0.05487805389100958,1.2320092542784467,,-0.11800669868039364,,,,-0.11800669868039364,,,
