,dt,o,h,l,c,v,e_dt,key,calculate_change_1,calculate_stdv_1_1,calculate_annualized_volatility_1,calculate_avg_volatility_1_10,calculate_change_2,calculate_stdv_2_5,calculate_annualized_volatility_2,calculate_avg_volatility_2_5,calculate_change_3,calculate_stdv_3_5,calculate_annualized_volatility_3,calculate_avg_volatility_3_30,calculate_change_4,calculate_stdv_4_22,calculate_annualized_volatility_4,calculate_avg_volatility_4_10,calculate_change_5,calculate_stdv_5_132,calculate_annualized_volatility_5,calculate_avg_volatility_5_10
0,2018-03-27 09:15:00,487.35,498.5,455.0,470.0,70570526,2018-03-27 15:29:00,2018-03-27 09:15:00,,,,,,,,,,,,,,,,,,,,
1,2018-03-28 09:15:00,463.85,478.9,463.0,470.0,12039169,2018-03-28 15:29:00,2018-03-28 09:15:00,0.0,0.0,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
2,2018-04-02 09:15:00,474.9,485.0,472.0,477.15,5233704,2018-04-02 15:29:00,2018-04-02 09:15:00,0.15098212159158533,0.0,0.0,,0.15098212159158533,,,,0.15098212159158533,,,,0.15098212159158533,,,,0.15098212159158533,,,
3,2018-04-03 09:15:00,474.0,485.9,469.15,484.0,2789802,2018-04-03 15:29:00,2018-04-03 09:15:00,0.14253999853368865,0.0,0.0,,0.14253999853368865,,,,0.14253999853368865,,,,0.14253999853368865,,,,0.14253999853368865,,,
4,2018-04-04 09:15:00,484.6,488.8,478.0,485.65,2457155,2018-04-04 15:29:00,2018-04-04 09:15:00,0.03403293131707865,0.0,0.0,,0.03403293131707865,,,,0.03403293131707865,,,,0.03403293131707865,,,,0.03403293131707865,,,
5,2018-04-05 09:15:00,490.0,514.9,487.3,514.4,8161987,2018-04-05 15:29:00,2018-04-05 09:15:00,0.5751297307507008,0.0,0.0,,0.5751297307507008,0.20595035160402264,3.269360476623338,,0.5751297307507008,0.20595035160402264,3.269360476623338,,0.5751297307507008,,,,0.5751297307507008,,,
6,2018-04-06 09:15:00,512.5,517.7,505.2,505.8,1841638,2018-04-06 15:29:00,2018-04-06 09:15:00,-0.16859838687544748,0.0,0.0,,-0.16859838687544748,0.24318492910894404,3.8604410701268295,,-0.16859838687544748,0.24318492910894404,3.8604410701268295,,-0.16859838687544748,,,,-0.16859838687544748,,,
7,2018-04-09 09:15:00,508.8,519.9,496.05,514.4,2652990,2018-04-09 15:29:00,2018-04-09 09:15:00,0.16859838687544842,0.0,0.0,,0.16859838687544842,0.24334730444873706,3.863018698735681,,0.16859838687544842,0.24334730444873706,3.863018698735681,,0.16859838687544842,,,,0.16859838687544842,,,
8,2018-04-10 09:15:00,515.0,520.8,510.2,518.0,1722690,2018-04-10 15:29:00,2018-04-10 09:15:00,0.06974069336073403,0.0,0.0,,0.06974069336073403,0.2455463666314083,3.8979277286531713,,0.06974069336073403,0.2455463666314083,3.8979277286531713,,0.06974069336073403,,,,0.06974069336073403,,,
9,2018-04-11 09:15:00,519.9,535.0,513.0,534.0,3549334,2018-04-11 15:29:00,2018-04-11 09:15:00,0.3042059670071172,0.0,0.0,,0.3042059670071172,0.24693354358807879,3.9199484801639084,3.7621392908605857,0.3042059670071172,0.24693354358807879,3.9199484801639084,,0.3042059670071172,,,,0.3042059670071172,,,
10,2018-04-12 09:15:00,530.0,540.8,526.1,531.0,1883772,2018-04-12 15:29:00,2018-04-12 09:15:00,-0.0563381771825602,0.0,0.0,0.0,-0.0563381771825602,0.16568332883979542,2.630141306996607,3.6342954569352393,-0.0563381771825602,0.16568332883979542,2.630141306996607,,-0.0563381771825602,,,,-0.0563381771825602,,,
11,2018-04-13 09:15:00,533.0,536.95,526.4,528.5,1049690,2018-04-13 15:29:00,2018-04-13 09:15:00,-0.04719215931646558,0.0,0.0,0.0,-0.04719215931646558,0.1361504738070369,2.1613217674621987,3.294471596402313,-0.04719215931646558,0.1361504738070369,2.1613217674621987,,-0.04719215931646558,,,,-0.04719215931646558,,,
12,2018-04-16 09:15:00,523.9,532.35,516.1,516.8,759559,2018-04-16 15:29:00,2018-04-16 09:15:00,-0.22386852841900362,0.0,0.0,0.0,-0.22386852841900362,0.17463671054312613,2.7722718352769005,3.0763222237105574,-0.22386852841900362,0.17463671054312613,2.7722718352769005,,-0.22386852841900362,,,,-0.22386852841900362,,,
13,2018-04-17 09:15:00,520.0,521.4,500.0,505.1,1153192,2018-04-17 15:29:00,2018-04-17 09:15:00,-0.22899522994385074,0.0,0.0,0.0,-0.22899522994385074,0.19379294283295712,3.076367595452169,2.912010197070357,-0.22899522994385074,0.19379294283295712,3.076367595452169,,-0.22899522994385074,,,,-0.22899522994385074,,,
14,2018-04-18 09:15:00,508.0,513.5,501.0,504.1,814501,2018-04-18 15:29:00,2018-04-18 09:15:00,-0.019817683854217137,0.0,0.0,0.0,-0.019817683854217137,0.09159231547443669,1.4539829324995948,2.418817087537494,-0.019817683854217137,0.09159231547443669,1.4539829324995948,,-0.019817683854217137,,,,-0.019817683854217137,,,
15,2018-04-19 09:15:00,505.2,508.9,502.0,505.2,587545,2018-04-19 15:29:00,2018-04-19 09:15:00,0.021797293877508978,0.0,0.0,0.0,0.021797293877508978,0.10586301924520561,1.6805233317675525,2.2288934924916832,0.021797293877508978,0.10586301924520561,1.6805233317675525,,0.021797293877508978,,,,0.021797293877508978,,,
16,2018-04-20 09:15:00,505.1,510.5,493.1,495.0,945315,2018-04-20 15:29:00,2018-04-20 09:15:00,-0.20396627907645698,0.0,0.0,0.0,-0.20396627907645698,0.10886709558922028,1.7282115653218422,2.142271452063612,-0.20396627907645698,0.10886709558922028,1.7282115653218422,,-0.20396627907645698,,,,-0.20396627907645698,,,
17,2018-04-23 09:15:00,496.0,504.3,481.75,497.5,2473740,2018-04-23 15:29:00,2018-04-23 09:15:00,0.05037794029957081,0.0,0.0,0.0,0.05037794029957081,0.11702562381346607,1.8577241857957767,1.9593619221673868,0.05037794029957081,0.11702562381346607,1.8577241857957767,,0.05037794029957081,,,,0.05037794029957081,,,
18,2018-04-24 09:15:00,500.0,502.3,486.0,490.0,1199116,2018-04-24 15:29:00,2018-04-24 09:15:00,-0.1519016549397512,0.0,0.0,0.0,-0.1519016549397512,0.09965785935323863,1.5820194722503302,1.660492297527019,-0.1519016549397512,0.09965785935323863,1.5820194722503302,,-0.1519016549397512,,,,-0.1519016549397512,,,
19,2018-04-25 09:15:00,490.05,497.1,485.25,494.0,1312688,2018-04-25 15:29:00,2018-04-25 09:15:00,0.0813012608325031,0.0,0.0,0.0,0.0813012608325031,0.11498421696846949,1.825317856776381,1.7347592823823763,0.0813012608325031,0.11498421696846949,1.825317856776381,,0.0813012608325031,,,,0.0813012608325031,,,
20,2018-04-26 09:15:00,497.1,501.4,491.1,494.6,1874982,2018-04-26 15:29:00,2018-04-26 09:15:00,0.012138378993934138,0.0,0.0,0.0,0.012138378993934138,0.11399864681926791,1.809672415690004,1.760589099166867,0.012138378993934138,0.11399864681926791,1.809672415690004,,0.012138378993934138,,,,0.012138378993934138,,,
21,2018-04-27 09:15:00,498.8,522.95,498.5,503.5,5634441,2018-04-27 15:29:00,2018-04-27 09:15:00,0.1783435707130116,0.0,0.0,0.0,0.1783435707130116,0.10805374118993746,1.715299964512266,1.7580067790049516,0.1783435707130116,0.10805374118993746,1.715299964512266,,0.1783435707130116,,,,0.1783435707130116,,,
22,2018-04-30 09:15:00,509.5,515.9,502.7,513.75,1458806,2018-04-30 15:29:00,2018-04-30 09:15:00,0.2015305365182739,0.0,0.0,0.0,0.2015305365182739,0.1277428571804079,2.027854991185206,1.7920329400828372,0.2015305365182739,0.1277428571804079,2.027854991185206,,0.2015305365182739,0.18445387789270298,2.928114535593401,,0.2015305365182739,,,
23,2018-05-02 09:15:00,513.0,520.9,511.0,515.8,1316753,2018-05-02 15:29:00,2018-05-02 09:15:00,0.03982327636799987,0.0,0.0,0.0,0.03982327636799987,0.0749695858334638,1.1901052800531373,1.713650101643399,0.03982327636799987,0.0749695858334638,1.1901052800531373,,0.03982327636799987,0.18424325846036543,2.9247710557579447,,0.03982327636799987,,,
24,2018-05-03 09:15:00,511.95,515.0,496.4,502.0,861095,2018-05-03 15:29:00,2018-05-03 09:15:00,-0.27118973755515163,0.0,0.0,0.0,-0.27118973755515163,0.1688411470183845,2.680270116513241,1.8846405535907707,-0.27118973755515163,0.1688411470183845,2.680270116513241,,-0.27118973755515163,0.19366526475081305,3.0743407687328084,,-0.27118973755515163,,,
25,2018-05-04 09:15:00,503.0,506.0,500.5,503.05,1077681,2018-05-04 15:29:00,2018-05-04 09:15:00,0.020894490463304376,0.0,0.0,0.0,0.020894490463304376,0.16867004264005434,2.677553918713465,2.058216854195463,0.020894490463304376,0.16867004264005434,2.677553918713465,,0.020894490463304376,0.19190408116174776,3.0463828459940387,,0.020894490463304376,,,
26,2018-05-07 09:15:00,507.0,508.0,492.65,493.0,763212,2018-05-07 15:29:00,2018-05-07 09:15:00,-0.20180394695369644,0.0,0.0,0.0,-0.20180394695369644,0.17205988134778885,2.7313659399451815,2.2614300492820463,-0.20180394695369644,0.17205988134778885,2.7313659399451815,,-0.20180394695369644,0.19719776238416775,3.1304174302014927,,-0.20180394695369644,,,
27,2018-05-08 09:15:00,496.95,497.0,490.0,493.7,568017,2018-05-08 15:29:00,2018-05-08 09:15:00,0.014188712221271445,0.0,0.0,0.0,0.014188712221271445,0.13022888677910666,2.0673194876058214,2.2693229485661695,0.014188712221271445,0.13022888677910666,2.0673194876058214,,0.014188712221271445,0.15348935059961397,2.4365679035002876,,0.014188712221271445,,,
28,2018-05-09 09:15:00,492.0,495.25,485.3,488.8,501749,2018-05-09 15:29:00,2018-05-09 09:15:00,-0.09974637407431623,0.0,0.0,0.0,-0.09974637407431623,0.11579375306946747,1.8381688439797983,2.3989356613515014,-0.09974637407431623,0.11579375306946747,1.8381688439797983,,-0.09974637407431623,0.15108349547089675,2.3983761373340773,,-0.09974637407431623,,,
29,2018-05-10 09:15:00,490.0,493.9,484.05,485.5,250305,2018-05-10 15:29:00,2018-05-10 09:15:00,-0.06774120126006014,0.0,0.0,0.0,-0.06774120126006014,0.08192911766032934,1.300584422785089,2.122998522605871,-0.06774120126006014,0.08192911766032934,1.300584422785089,,-0.06774120126006014,0.1459227699966262,2.316452160196503,,-0.06774120126006014,,,
